Number of frames: 250
Frequency: 50
Units: mm

Frame,finger x,finger y,finger z,palm x,palm y,palm z
1,620.622619629,-246.748352051,143.435134888,,,,
2,620.607971191,-246.747558594,143.367523193,,,,
3,620.598815918,-246.744445801,143.366775513,,,,
4,620.590820313,-246.744293213,143.324859619,,,,
5,620.597229004,-246.745513916,143.276901245,,,,
6,620.604614258,-246.746734619,143.248519897,,,,
7,620.593383789,-246.747467041,143.285507202,,,,
8,620.573608398,-246.746078491,143.339019775,,,,
9,620.548828125,-246.742462158,143.326400757,,,,
10,620.518310547,-246.741317749,143.273391724,,,,
11,620.478210449,-246.744522095,143.193008423,,,,
12,620.458251953,-246.742660522,143.111541748,,,,
13,620.445373535,-246.741561890,143.073623657,,,,
14,620.441406250,-246.740722656,143.050598145,,,,
15,620.434997559,-246.738174438,143.079406738,,,,
16,620.412658691,-246.738693237,143.105499268,,,,
17,620.416625977,-246.740829468,143.068161011,,,,
18,620.393066406,-246.743652344,142.990570068,,,,
19,620.370117188,-246.745941162,142.931854248,,,,
20,620.339599609,-246.747253418,142.896697998,,,,
21,620.326110840,-246.748031616,142.848205566,,,,
22,620.331237793,-246.751037598,142.812774658,,,,
23,620.362792969,-246.751449585,142.839096069,,,,
24,620.369018555,-246.749252319,142.907470703,,,,
25,620.368652344,-246.747421265,142.979400635,,,,
26,620.359069824,-246.747543335,143.010269165,,,,
27,620.365600586,-246.747573853,142.999694824,,,,
28,620.361633301,-246.747482300,142.983932495,,,,
29,620.355224609,-246.748428345,142.978927612,,,,
30,620.369567871,-246.747894287,142.974533081,,,,
31,620.365356445,-246.753311157,142.901977539,,,,
32,620.362243652,-246.755523682,142.827529907,,,,
33,620.374389648,-246.756912231,142.794082642,,,,
34,620.370361328,-246.759323120,142.774917603,,,,
35,620.353332520,-246.761199951,142.752624512,,,,
36,620.328735352,-246.759429932,142.720626831,,,,
37,620.317260742,-246.759170532,142.733322144,,,,
38,620.316772461,-246.760864258,142.773269653,,,,
39,620.305847168,-246.761322021,142.750061035,,,,
40,620.288635254,-246.761199951,142.738006592,,,,
41,620.260559082,-246.759857178,142.751098633,,,,
42,620.239013672,-246.758163452,142.832138062,,,,
43,620.228332520,-246.756835938,142.895751953,,,,
44,620.250549316,-246.756805420,142.909393311,,,,
45,620.264892578,-246.760559082,142.825546265,,,,
46,620.235290527,-246.765014648,142.710723877,,,,
47,620.215332031,-246.764663696,142.659332275,,,,
48,620.203796387,-246.765396118,142.654235840,,,,
49,620.188598633,-246.766738892,142.628952026,,,,
50,620.171936035,-246.767745972,142.608764648,,,,
51,620.169616699,-246.767028809,142.602935791,,,,
52,620.168762207,-246.764999390,142.586929321,,,,
53,620.182678223,-246.767730713,142.545715332,,,,
54,620.204589844,-246.770324707,142.491363525,,,,
55,620.210937500,-246.771759033,142.429672241,,,,
