Number of frames: 250
Frequency: 50
Units: mm

Frame,finger x,finger y,finger z,palm x,palm y,palm z
1,622.786926270,-248.159652710,137.483337402,,,,
2,622.769714355,-248.160827637,137.511901855,,,,
3,622.735595703,-248.164749146,137.522262573,,,,
4,622.691223145,-248.164474487,137.571075439,,,,
5,622.654052734,-248.161178589,137.626754761,,,,
6,622.611450195,-248.161285400,137.616973877,,,,
7,622.618408203,-248.161758423,137.583511353,,,,
8,622.630065918,-248.167984009,137.507415771,,,,
9,622.626464844,-248.171188354,137.444061279,,,,
10,622.613342285,-248.171600342,137.387603760,,,,
11,622.612915039,-248.170578003,137.328933716,,,,
12,622.585205078,-248.172500610,137.224822998,,,,
13,622.558349609,-248.171218872,137.107070923,,,,
14,622.471313477,-248.208389282,136.816879272,,,,
15,622.219482422,-248.578811646,135.817138672,,,,
16,622.149414063,-250.203811646,135.165008545,,,,
17,622.052062988,-252.031631470,135.579406738,,,,
18,622.336364746,-255.118606567,137.170104980,,,,
19,623.029052734,-259.598876953,140.169692993,,,,
20,623.697387695,-265.575286865,145.341598511,,,,
21,623.783874512,-272.434844971,153.115478516,,,,
22,623.044067383,-279.731994629,163.487152100,,,,
23,621.353149414,-287.388275146,176.182220459,,,,
24,618.428710938,-294.979919434,191.606018066,,,,
25,614.626098633,-302.559204102,209.307418823,,,,
26,610.292907715,-310.393737793,228.359191895,,,,
27,605.242309570,-317.970886230,247.997055054,,,,
28,599.479980469,-324.586486816,268.055664063,,,,
29,593.552429199,-330.029998779,288.759582520,676.333190918,-294.927154541,234.543106079,
30,588.048828125,-334.820770264,310.055511475,668.056701660,-299.866149902,251.965499878,
31,583.015625000,-338.602966309,331.361358643,660.020996094,-304.230865479,269.614379883,
32,578.149597168,-341.119323730,351.928436279,652.661071777,-307.889739990,287.125061035,
33,573.613952637,-342.888977051,371.364532471,645.771728516,-310.667633057,303.856292725,
34,569.202087402,-344.009674072,389.287109375,639.447326660,-312.585540771,319.659210205,
35,565.643432617,-344.064636230,406.221221924,633.932006836,-313.884155273,334.480957031,
36,562.818725586,-342.728332520,421.812835693,629.295043945,-314.645172119,347.809265137,
37,560.485717773,-341.288055420,434.936218262,625.362915039,-314.856506348,359.076019287,
38,558.475646973,-340.016571045,445.501739502,622.154113770,-314.804077148,368.277832031,
39,556.718322754,-339.018280029,453.672424316,619.561706543,-314.634063721,375.587829590,
40,554.906250000,-337.904479980,460.092071533,617.217407227,-314.315093994,381.303375244,
41,553.262390137,-336.490844727,465.475921631,615.040771484,-313.912658691,385.974395752,
42,551.674682617,-335.188659668,469.918548584,613.185913086,-313.547180176,389.974639893,
43,550.097167969,-334.330261230,473.375366211,611.685913086,-313.241729736,393.338500977,
44,548.738037109,-333.871612549,476.197204590,610.357604980,-312.976562500,396.129455566,
45,547.707214355,-333.345123291,478.888610840,608.947998047,-312.789062500,398.502014160,
46,546.754089355,-332.627990723,481.443084717,607.699035645,-312.695526123,400.691467285,
47,546.032531738,-331.784667969,483.951446533,606.748168945,-312.674865723,402.843200684,
48,545.712890625,-331.310058594,486.344909668,606.163024902,-312.751342773,404.948516846,
49,545.979431152,-331.040039063,488.730285645,605.893066406,-312.976379395,406.848968506,
50,546.792785645,-330.849578857,491.139953613,605.926696777,-313.275115967,408.605163574,
51,547.758972168,-330.498504639,493.446105957,606.222839355,-313.553741455,410.282836914,
52,548.212951660,-329.929229736,495.078338623,606.583923340,-313.662689209,411.776672363,
53,547.490905762,-330.004455566,495.092681885,606.784118652,-313.448242188,412.499603271,
54,547.100097656,-329.823699951,495.110321045,606.552246094,-313.193237305,412.605163574,
55,546.954895020,-329.640380859,495.152679443,606.170104980,-313.019287109,412.484130859,
56,547.103942871,-329.342864990,495.194732666,606.093627930,-313.029785156,412.257171631,
57,547.663574219,-329.091491699,494.891326904,606.507019043,-313.217437744,411.705047607,
58,548.207885742,-329.864715576,493.014312744,607.637329102,-313.434906006,410.368255615,
59,549.203552246,-331.097045898,489.910247803,609.299560547,-313.657501221,407.895507813,
60,550.589599609,-332.561706543,485.552490234,611.229248047,-313.767883301,404.128601074,
61,552.175659180,-334.296417236,479.663269043,613.565246582,-313.751525879,399.058654785,
62,554.261718750,-336.368896484,472.209167480,616.599182129,-313.731445313,392.707672119,
63,557.149780273,-338.788574219,463.290496826,620.497192383,-313.693054199,385.061126709,
64,560.950744629,-341.239624023,453.315277100,625.049377441,-313.536254883,376.208282471,
65,565.052917480,-343.135650635,442.462707520,629.901062012,-313.252166748,366.424041748,
66,569.876831055,-344.410186768,430.686004639,635.273986816,-312.766845703,355.567108154,
67,575.389404297,-344.982666016,418.133605957,641.264892578,-311.944702148,343.711273193,
68,580.613830566,-344.679504395,404.473541260,647.667724609,-310.805572510,331.169189453,
69,585.625366211,-343.279510498,389.721557617,654.306457520,-309.278259277,317.808898926,
70,590.635986328,-340.936553955,373.935791016,661.248474121,-307.184478760,303.641113281,
71,596.108093262,-338.115478516,357.761138916,668.299072266,-304.578277588,289.007598877,
72,600.839721680,-334.870208740,340.915313721,674.966796875,-301.641723633,274.248199463,
73,604.793090820,-331.215240479,323.533142090,681.180725098,-298.364807129,259.470184326,
74,608.797912598,-327.148529053,306.713867188,686.700561523,-294.687469482,244.532485962,
75,612.175292969,-322.524536133,289.849121094,691.636901855,-290.765777588,229.594635010,
76,614.628234863,-317.437103271,272.562438965,696.350891113,-286.517578125,215.140350342,
77,616.847351074,-311.770568848,256.192718506,700.645996094,-281.856292725,201.396026611,
78,618.749084473,-305.409606934,241.312255859,704.020690918,-277.070251465,188.253143311,
79,620.423889160,-298.585083008,227.918319702,706.772399902,-272.523559570,175.716766357,
80,622.328247070,-291.990417480,215.810577393,709.573852539,-268.254241943,164.226837158,
81,624.430297852,-286.284973145,204.823486328,712.314758301,-264.276123047,154.199661255,
82,626.198181152,-281.047790527,195.210281372,,,,
83,627.161926270,-275.475891113,187.328536987,,,,
84,627.512512207,-269.418670654,180.660415649,,,,
85,627.872802734,-263.877227783,174.803100586,,,,
86,628.483093262,-259.643646240,169.863845825,,,,
87,628.907958984,-256.506164551,165.612899780,,,,
88,628.970764160,-254.003265381,162.090728760,,,,
89,628.777343750,-252.100265503,159.102844238,,,,
90,628.613281250,-251.090591431,156.424102783,,,,
91,628.374450684,-250.833511353,153.924499512,,,,
92,628.010314941,-250.710998535,151.636322021,,,,
93,627.506591797,-250.414306641,149.845947266,,,,
94,626.760498047,-249.785202026,148.497543335,,,,
95,625.906738281,-248.927261353,147.411193848,,,,
96,625.132080078,-248.186630249,146.511718750,,,,
97,624.485412598,-247.683502197,145.658020020,,,,
98,624.055419922,-247.396728516,144.998626709,,,,
99,623.708862305,-247.232131958,144.430587769,,,,
100,623.489685059,-247.177978516,144.031768799,,,,
101,623.357299805,-247.238555908,143.800476074,,,,
102,623.263916016,-247.282974243,143.555358887,,,,
103,623.206298828,-247.295745850,143.184677124,,,,
104,623.197937012,-247.303924561,142.849700928,,,,
105,623.200317383,-247.299179077,142.739761353,,,,
106,623.207763672,-247.287750244,142.779937744,,,,
107,623.231262207,-247.284942627,142.823181152,,,,
108,623.259826660,-247.283874512,142.897277832,,,,
109,623.276000977,-247.284515381,143.091964722,,,,
110,623.314147949,-247.289718628,143.300033569,,,,
111,623.302062988,-247.300689697,143.356948853,,,,
112,623.260131836,-247.307113647,143.380752563,,,,
113,623.192871094,-247.311737061,143.529922485,,,,
114,623.192626953,-247.310089111,143.952590942,,,,
115,623.258605957,-247.309051514,144.450393677,,,,
116,623.433410645,-247.314941406,144.959609985,,,,
117,623.692687988,-247.320480347,145.473419189,,,,
118,624.015563965,-247.326766968,145.842712402,,,,
119,624.372680664,-247.410003662,145.925491333,,,,
120,624.750976563,-247.645339966,145.736923218,,,,
121,625.138854980,-248.009826660,145.342254639,,,,
122,625.588439941,-248.429580688,144.954681396,,,,
123,625.898010254,-248.733642578,144.593353271,,,,
124,626.051635742,-248.853164673,144.311920166,,,,
125,626.121215820,-248.857162476,144.207214355,,,,
126,626.146911621,-248.839477539,144.199737549,,,,
127,626.123596191,-248.826110840,144.129898071,,,,
128,626.029968262,-248.816284180,144.051742554,,,,
129,625.891662598,-248.804351807,144.028060913,,,,
130,625.758605957,-248.790451050,144.055526733,,,,
131,625.617187500,-248.777542114,144.179061890,,,,
132,625.484008789,-248.760757446,144.363372803,,,,
133,625.335205078,-248.749755859,144.427444458,,,,
134,625.210083008,-248.729782104,144.393859863,,,,
135,625.134399414,-248.698913574,144.361572266,,,,
136,625.086120605,-248.639602661,144.350341797,,,,
137,625.058837891,-248.532165527,144.280471802,,,,
138,625.059997559,-248.426391602,144.102890015,,,,
139,625.130004883,-248.389266968,143.845504761,,,,
140,625.248718262,-248.387466431,143.646148682,,,,
141,625.371276855,-248.394744873,143.526641846,,,,
142,625.449096680,-248.401367188,143.438018799,,,,
143,625.463317871,-248.403625488,143.293579102,,,,
144,625.447570801,-248.407516479,143.101318359,,,,
145,625.406799316,-248.411911011,142.904663086,,,,
146,625.359863281,-248.418350220,142.695480347,,,,
