Number of frames: 250
Frequency: 50
Units: mm

Frame,finger x,finger y,finger z,palm x,palm y,palm z
1,626.776855469,-253.611877441,139.830886841,,,,
2,626.775146484,-253.623229980,139.814163208,,,,
3,626.772033691,-253.629119873,139.779724121,,,,
4,626.769409180,-253.629638672,139.766708374,,,,
5,626.748229980,-253.629318237,139.724334717,,,,
6,626.700805664,-253.622161865,139.647079468,,,,
7,626.661621094,-253.613555908,139.561203003,,,,
8,626.652404785,-253.620025635,139.471298218,,,,
9,626.635253906,-253.626068115,139.336807251,,,,
10,626.607604980,-253.621978760,139.252166748,,,,
11,626.584838867,-253.617172241,139.246871948,,,,
12,626.603942871,-253.619247437,139.272537231,,,,
13,626.609741211,-253.624282837,139.261062622,,,,
14,626.647888184,-253.629776001,139.289154053,,,,
15,626.656860352,-253.630462646,139.346786499,,,,
16,626.657043457,-253.633117676,139.382217407,,,,
17,626.654418945,-253.635940552,139.357528687,,,,
18,626.629333496,-253.640655518,139.273910522,,,,
19,626.588256836,-253.636627197,139.255706787,,,,
20,626.575927734,-253.625930786,139.295837402,,,,
21,626.554260254,-253.619049072,139.248901367,,,,
22,626.548339844,-253.620376587,139.165039063,,,,
23,626.561889648,-253.638427734,139.096694946,,,,
24,626.602905273,-253.946502686,139.089645386,,,,
25,626.667297363,-255.970077515,139.291595459,,,,
26,626.833984375,-259.456726074,140.064010620,,,,
27,626.496154785,-262.688659668,141.318572998,,,,
28,625.936462402,-267.549438477,143.498840332,,,,
29,625.148864746,-273.707580566,147.165893555,,,,
30,623.691833496,-280.147583008,152.901123047,,,,
31,621.256103516,-286.612121582,162.183456421,,,,
32,617.047302246,-293.252593994,174.615158081,,,,
33,611.142089844,-300.452911377,189.537048340,,,,
34,603.758728027,-307.705139160,206.631851196,,,,
35,594.696655273,-313.680267334,225.472366333,,,,
36,584.248229980,-317.835815430,246.343246460,,,,
37,573.336303711,-321.030487061,269.323059082,,,,
38,562.963500977,-324.467773438,293.197235107,646.408813477,-298.418884277,239.026245117,
39,553.580688477,-327.407745361,317.007202148,634.738952637,-302.475677490,259.561614990,
40,545.260253906,-329.121673584,340.848510742,623.472229004,-305.784667969,279.256652832,
41,537.934020996,-330.032073975,363.902740479,613.004455566,-308.438873291,298.265563965,
42,531.894775391,-330.683868408,385.389984131,604.093261719,-310.526306152,316.553039551,
43,527.213378906,-331.032104492,404.869506836,597.027221680,-312.044189453,333.582000732,
44,523.340759277,-330.883972168,421.658020020,591.155822754,-312.893066406,348.315643311,
45,519.911560059,-330.667907715,435.259765625,586.132690430,-313.143798828,360.440338135,
46,516.810119629,-329.948669434,446.251586914,581.982543945,-313.022003174,370.390136719,
47,514.060791016,-328.969635010,455.017364502,578.694641113,-312.586761475,378.552947998,
48,511.876708984,-328.169586182,461.815887451,575.796875000,-311.843627930,384.844726563,
49,509.674713135,-327.015869141,467.044738770,573.030578613,-310.883544922,389.500335693,
50,507.982513428,-325.618408203,471.418121338,570.757629395,-309.841613770,393.319366455,
51,506.538146973,-324.203704834,475.089355469,568.985290527,-308.782989502,396.684906006,
52,505.481842041,-323.142242432,478.139190674,567.426757813,-307.729339600,399.375030518,
53,505.071472168,-322.445495605,480.946472168,566.025695801,-306.835693359,401.496246338,
