Number of frames: 1500
Frequency: 500
Units: mm

Frame,finger x,finger y,finger z,thumb x,thumb y,thumb z
156,600.566345215,-209.098632813,145.524154663,617.026306152,-214.771789551,137.077621460,
157,600.538635254,-209.096145630,145.537216187,616.994140625,-214.774536133,137.091613770,
158,600.522705078,-209.093032837,145.555297852,616.970581055,-214.777740479,137.105087280,
159,600.501647949,-209.089813232,145.573120117,616.937377930,-214.780227661,137.117172241,
160,600.490966797,-209.085113525,145.590698242,616.901245117,-214.780975342,137.132629395,
161,600.468688965,-209.075637817,145.606216431,616.880554199,-214.783233643,137.150939941,
162,600.457946777,-209.061569214,145.626251221,616.854431152,-214.782821655,137.165969849,
163,600.432800293,-209.051559448,145.644836426,616.820617676,-214.782196045,137.180526733,
164,600.403808594,-209.047622681,145.660614014,616.786987305,-214.784820557,137.195846558,
165,600.377380371,-209.044860840,145.679122925,616.741271973,-214.788803101,137.210601807,
166,600.329772949,-209.040084839,145.691360474,616.690307617,-214.794326782,137.220413208,
167,600.302062988,-209.036010742,145.704284668,616.649902344,-214.796478271,137.232940674,
168,600.270812988,-209.028808594,145.712783813,616.615966797,-214.799362183,137.245574951,
169,600.217834473,-209.020431519,145.724060059,616.566162109,-214.804672241,137.252944946,
170,600.180480957,-209.010803223,145.732925415,616.508117676,-214.806716919,137.257476807,
171,600.139770508,-209.001495361,145.739364624,616.465393066,-214.808593750,137.262069702,
172,600.104553223,-208.987625122,145.741500854,616.413757324,-214.812347412,137.268844604,
173,600.068115234,-208.974899292,145.749740601,616.352783203,-214.817108154,137.274169922,
174,600.025329590,-208.963104248,145.752120972,616.293823242,-214.820343018,137.274322510,
175,599.966186523,-208.951721191,145.753295898,616.233642578,-214.823516846,137.270568848,
176,599.908996582,-208.939498901,145.750213623,616.177307129,-214.828765869,137.268569946,
177,599.838989258,-208.929702759,145.746414185,616.119567871,-214.835433960,137.265319824,
178,599.787231445,-208.915008545,145.750762939,616.051879883,-214.841156006,137.261459351,
179,599.747985840,-208.898757935,145.749877930,615.992980957,-214.845718384,137.258834839,
180,599.701477051,-208.880996704,145.743865967,615.933044434,-214.851913452,137.254180908,
181,599.635314941,-208.865356445,145.736572266,615.855163574,-214.857971191,137.242385864,
182,599.574768066,-208.851821899,145.732635498,615.789855957,-214.862152100,137.230712891,
183,599.509033203,-208.838790894,145.720214844,615.732788086,-214.867279053,137.217330933,
184,599.450500488,-208.827529907,145.706359863,615.657714844,-214.876403809,137.193130493,
185,599.391174316,-208.815856934,145.690399170,615.573852539,-214.887863159,137.166076660,
186,599.310302734,-208.807495117,145.666687012,615.502319336,-214.898468018,137.137145996,
187,599.248718262,-208.800155640,145.640625000,615.428771973,-214.910095215,137.102401733,
188,599.172180176,-208.790557861,145.609390259,615.341003418,-214.923522949,137.067504883,
189,599.108764648,-208.783004761,145.576065063,615.266418457,-214.936691284,137.031799316,
190,599.045288086,-208.773284912,145.538681030,615.190185547,-214.956283569,136.989959717,
191,598.962463379,-208.770538330,145.499343872,615.098754883,-214.979660034,136.945938110,
192,598.887756348,-208.771865845,145.457168579,615.012451172,-214.999816895,136.904541016,
193,598.805664063,-208.774505615,145.410675049,614.921936035,-215.025238037,136.860000610,
194,598.735229492,-208.778778076,145.364105225,614.829772949,-215.057739258,136.816452026,
195,598.661071777,-208.787261963,145.318572998,614.745910645,-215.092773438,136.773498535,
196,598.574829102,-208.803894043,145.271591187,614.652587891,-215.132644653,136.726348877,
197,598.492065430,-208.824768066,145.222427368,614.557312012,-215.177032471,136.683975220,
198,598.412048340,-208.851760864,145.181671143,614.470275879,-215.228057861,136.645309448,
199,598.336120605,-208.889709473,145.132858276,614.394775391,-215.289779663,136.610702515,
200,598.243408203,-208.959472656,145.075729370,614.320373535,-215.377609253,136.572082520,
201,598.151367188,-209.059097290,145.010223389,614.254516602,-215.490631104,136.524200439,
202,598.071472168,-209.164688110,144.940093994,614.209167480,-215.615005493,136.478805542,
203,598.023559570,-209.278015137,144.882263184,614.154724121,-215.751052856,136.437469482,
204,597.974304199,-209.391952515,144.834869385,614.083007813,-215.898620605,136.399978638,
205,597.891296387,-209.508529663,144.797760010,614.032775879,-216.055267334,136.370178223,
206,597.823425293,-209.599395752,144.779739380,613.995971680,-216.228988647,136.354049683,
207,597.740295410,-209.680435181,144.791397095,613.943237305,-216.400878906,136.353332520,
208,597.646789551,-209.760604858,144.826873779,613.858703613,-216.553161621,136.362136841,
209,597.556579590,-209.839431763,144.882141113,613.768737793,-216.692901611,136.374374390,
210,597.470397949,-209.915573120,144.958969116,613.700317383,-216.820220947,136.387191772,
211,597.392333984,-209.994323730,145.058914185,613.636047363,-216.946990967,136.397552490,
212,597.307556152,-210.080032349,145.166900635,613.571044922,-217.074691772,136.403549194,
213,597.200439453,-210.177734375,145.274581909,613.492675781,-217.208740234,136.402114868,
214,597.171630859,-210.285293579,145.360183716,613.384643555,-217.335586548,136.338958740,
215,597.147949219,-210.350784302,145.455963135,613.250793457,-217.439086914,136.132080078,
216,597.122558594,-210.405715942,145.622512817,613.088134766,-217.542144775,135.857498169,
217,597.052673340,-210.490524292,145.839569092,612.910217285,-217.655883789,135.617218018,
218,596.985351563,-210.622711182,146.070312500,612.726806641,-217.776885986,135.378128052,
219,596.891113281,-210.792037964,146.328048706,612.523986816,-217.905578613,135.136383057,
220,596.776672363,-210.987289429,146.610000610,612.317871094,-218.032974243,134.906677246,
221,596.646179199,-211.193801880,146.887542725,612.137512207,-218.149353027,134.700210571,
222,596.548645020,-211.385345459,147.184432983,611.965515137,-218.256271362,134.508544922,
223,596.450805664,-211.558914185,147.474060059,611.781127930,-218.358123779,134.320724487,
224,596.328857422,-211.733779907,147.758117676,611.600402832,-218.452590942,134.149200439,
225,596.195617676,-211.907440186,148.051422119,611.403625488,-218.547302246,133.988388062,
226,596.056884766,-212.079208374,148.336074829,611.209472656,-218.640960693,133.837387085,
227,595.940551758,-212.249755859,148.632064819,611.038452148,-218.724929810,133.699569702,
228,595.843566895,-212.414611816,148.918029785,610.877624512,-218.800949097,133.568984985,
229,595.751159668,-212.579696655,149.204986572,610.716369629,-218.872848511,133.443893433,
230,595.636230469,-212.742263794,149.491180420,610.561401367,-218.942657471,133.323501587,
231,595.503356934,-212.900741577,149.762145996,610.397644043,-219.015243530,133.207229614,
232,595.403625488,-213.055969238,150.036331177,610.221252441,-219.086776733,133.094833374,
233,595.298278809,-213.215560913,150.305526733,610.042297363,-219.156707764,132.986160278,
234,595.197387695,-213.371032715,150.566772461,609.878662109,-219.229156494,132.882781982,
235,595.112854004,-213.520965576,150.842498779,609.722351074,-219.303512573,132.781661987,
236,595.012878418,-213.665679932,151.098693848,609.559509277,-219.376251221,132.676391602,
237,594.928955078,-213.799911499,151.333724976,609.435241699,-219.447372437,132.568542480,
238,594.857360840,-213.929199219,151.545303345,609.315734863,-219.522155762,132.458526611,
239,594.805297852,-214.070404053,151.727874756,609.175659180,-219.606399536,132.348403931,
240,594.780151367,-214.235519409,151.888015747,609.027343750,-219.704086304,132.243743896,
241,594.763000488,-214.433700562,152.051727295,608.886474609,-219.815002441,132.143432617,
242,594.763366699,-214.670013428,152.232101440,608.764892578,-219.940048218,132.044845581,
243,594.737121582,-214.945632935,152.410446167,608.677917480,-220.079437256,131.950897217,
244,594.733459473,-215.262603760,152.590042114,608.597961426,-220.238281250,131.857849121,
245,594.704956055,-215.605285645,152.778076172,608.516418457,-220.417068481,131.764541626,
246,594.695678711,-215.964401245,152.976181030,608.447143555,-220.616012573,131.672378540,
247,594.689636230,-216.327194214,153.158721924,608.399658203,-220.829025269,131.579498291,
248,594.695983887,-216.686050415,153.320144653,608.354187012,-221.065231323,131.483947754,
249,594.716613770,-217.041915894,153.465774536,608.304992676,-221.330474854,131.387176514,
250,594.735107422,-217.398956299,153.594940186,608.301147461,-221.605300903,131.293762207,
251,594.808288574,-217.759475708,153.709533691,608.296508789,-221.904449463,131.205566406,
252,594.848083496,-218.140396118,153.800277710,608.293457031,-222.228317261,131.117141724,
253,594.908142090,-218.536560059,153.882827759,608.297119141,-222.565429688,131.025344849,
254,594.948913574,-218.956024170,153.957901001,608.318725586,-222.918533325,130.936416626,
255,595.017395020,-219.394454956,154.040435791,608.351745605,-223.281753540,130.852890015,
256,595.065856934,-219.850753784,154.128494263,608.373840332,-223.664627075,130.769393921,
257,595.118103027,-220.316268921,154.232666016,608.408325195,-224.060104370,130.689773560,
258,595.205261230,-220.788543701,154.351547241,608.455627441,-224.464843750,130.612777710,
259,595.276550293,-221.262649536,154.474884033,608.513000488,-224.884704590,130.535415649,
260,595.354309082,-221.736068726,154.599395752,608.590515137,-225.313018799,130.467178345,
261,595.440307617,-222.206054688,154.722366333,608.644714355,-225.758285522,130.397399902,
262,595.531494141,-222.667144775,154.851181030,608.703369141,-226.214065552,130.331405640,
263,595.665222168,-223.127578735,155.000411987,608.783142090,-226.680770874,130.272323608,
264,595.775878906,-223.593078613,155.152648926,608.861145020,-227.154144287,130.212661743,
265,595.876342773,-224.064010620,155.301849365,608.962402344,-227.631774902,130.156677246,
266,596.005981445,-224.539642334,155.460266113,609.040344238,-228.123733521,130.101669312,
267,596.122802734,-225.014801025,155.615951538,609.141052246,-228.617248535,130.051864624,
268,596.266052246,-225.497970581,155.785369873,609.250427246,-229.118988037,129.996978760,
269,596.394653320,-225.987319946,155.950057983,609.333435059,-229.636444092,129.935333252,
270,596.511535645,-226.472381592,156.111022949,609.460571289,-230.156127930,129.879974365,
271,596.671081543,-226.966567993,156.264968872,609.590698242,-230.693649292,129.817001343,
272,596.808410645,-227.466766357,156.412551880,609.711425781,-231.245819092,129.741744995,
273,596.961669922,-227.967727661,156.568496704,609.860961914,-231.795944214,129.667282104,
274,597.120666504,-228.486221313,156.722976685,610.000610352,-232.358047485,129.586608887,
275,597.275207520,-229.012756348,156.862701416,610.113586426,-232.938629150,129.495590210,
276,597.417663574,-229.546951294,156.993728638,610.249328613,-233.524459839,129.399703979,
277,597.571472168,-230.101715088,157.116989136,610.419006348,-234.112564087,129.301208496,
278,597.754333496,-230.666137695,157.242935181,610.584655762,-234.716354370,129.197097778,
279,597.931518555,-231.239151001,157.368453979,610.730895996,-235.339004517,129.088073730,
280,598.064819336,-231.822448730,157.488189697,610.882873535,-235.974609375,128.981353760,
281,598.208923340,-232.419433594,157.600479126,611.071350098,-236.614425659,128.878372192,
282,598.393005371,-233.022384644,157.712722778,611.278625488,-237.260894775,128.780609131,
283,598.582031250,-233.627670288,157.819961548,611.472595215,-237.920684814,128.691207886,
284,598.728576660,-234.237243652,157.929321289,611.657104492,-238.595474243,128.606307983,
285,598.872619629,-234.852661133,158.040573120,611.843261719,-239.281295776,128.527938843,
286,599.044128418,-235.468933105,158.167968750,612.028625488,-239.975692749,128.458786011,
287,599.234802246,-236.085037231,158.300170898,612.249877930,-240.674865723,128.400329590,
288,599.416137695,-236.699996948,158.426986694,612.499816895,-241.379501343,128.355224609,
289,599.574707031,-237.318557739,158.559082031,612.742248535,-242.090072632,128.320404053,
290,599.726440430,-237.936508179,158.694076538,612.978942871,-242.805480957,128.295791626,
291,599.903686523,-238.553222656,158.838989258,613.214965820,-243.527420044,128.282592773,
292,600.106140137,-239.174133301,158.996353149,613.442443848,-244.258178711,128.279647827,
293,600.283447266,-239.808639526,159.158248901,613.661804199,-244.994598389,128.283340454,
294,600.461608887,-240.446258545,159.316558838,613.897949219,-245.732955933,128.299041748,
295,600.631469727,-241.086944580,159.485137939,614.138244629,-246.474273682,128.327697754,
296,600.806945801,-241.734191895,159.664733887,614.371215820,-247.219116211,128.367172241,
297,600.983276367,-242.392929077,159.851196289,614.620422363,-247.966735840,128.417327881,
298,601.157165527,-243.065338135,160.040298462,614.872619629,-248.714569092,128.474472046,
299,601.345642090,-243.749771118,160.238174438,615.123352051,-249.464248657,128.539718628,
300,601.514404297,-244.446578979,160.444000244,615.374389648,-250.220321655,128.616241455,
301,601.696166992,-245.148620605,160.660125732,615.631347656,-250.978363037,128.705307007,
302,601.891601563,-245.852630615,160.870880127,615.875976563,-251.738311768,128.802856445,
303,602.079650879,-246.564010620,161.093872070,616.137512207,-252.501586914,128.908920288,
304,602.260192871,-247.284469604,161.330703735,616.409423828,-253.268951416,129.026123047,
305,602.436340332,-248.011398315,161.560821533,616.651306152,-254.041213989,129.152557373,
306,602.635192871,-248.739349365,161.791458130,616.898132324,-254.816360474,129.291381836,
307,602.803161621,-249.477340698,162.029922485,617.152709961,-255.591339111,129.438705444,
308,602.973327637,-250.217224121,162.274139404,617.398620605,-256.370788574,129.591659546,
309,603.158569336,-250.952957153,162.520385742,617.637207031,-257.156127930,129.758514404,
310,603.325561523,-251.697067261,162.767578125,617.894592285,-257.941467285,129.936691284,
311,603.488159180,-252.442733765,163.020309448,618.138854980,-258.730224609,130.120162964,
312,603.667419434,-253.183746338,163.270889282,618.367309570,-259.519927979,130.311004639,
313,603.822753906,-253.927474976,163.532562256,618.607788086,-260.312133789,130.507858276,
314,603.985961914,-254.670318604,163.802276611,618.860900879,-261.107788086,130.717712402,
315,604.146057129,-255.415588379,164.063339233,619.101928711,-261.905487061,130.933959961,
316,604.316528320,-256.158294678,164.346817017,619.336791992,-262.708770752,131.151931763,
317,604.477294922,-256.899078369,164.627334595,619.579101563,-263.515930176,131.377227783,
318,604.616027832,-257.639465332,164.912002563,619.831542969,-264.324188232,131.611083984,
319,604.764038086,-258.383483887,165.214157104,620.077575684,-265.133911133,131.849975586,
320,604.907775879,-259.126190186,165.504913330,620.303161621,-265.951324463,132.091720581,
321,605.040771484,-259.868011475,165.803833008,620.537597656,-266.773132324,132.345138550,
322,605.175415039,-260.612426758,166.109252930,620.789855957,-267.591766357,132.606094360,
323,605.304870605,-261.353973389,166.411407471,621.030517578,-268.410858154,132.871658325,
324,605.433837891,-262.097412109,166.723999023,621.249572754,-269.233886719,133.141891479,
325,605.554199219,-262.840423584,167.026382446,621.469421387,-270.054779053,133.413070679,
326,605.656127930,-263.583282471,167.340667725,621.682067871,-270.873962402,133.692611694,
327,605.775085449,-264.320770264,167.654983521,621.888549805,-271.693603516,133.982727051,
328,605.893798828,-265.059417725,167.978591919,622.100097656,-272.510375977,134.274154663,
329,606.002624512,-265.803192139,168.302566528,622.320190430,-273.322753906,134.575302124,
330,606.109497070,-266.545379639,168.627151489,622.522644043,-274.137268066,134.885131836,
331,606.224792480,-267.288787842,168.974258423,622.700073242,-274.952178955,135.195449829,
332,606.317016602,-268.039154053,169.314620972,622.875488281,-275.763580322,135.514694214,
333,606.403015137,-268.795684814,169.669708252,623.061462402,-276.572784424,135.842651367,
334,606.489868164,-269.552185059,170.020034790,623.242187500,-277.377227783,136.178314209,
335,606.600097656,-270.311553955,170.395507813,623.404174805,-278.180877686,136.521255493,
336,606.697509766,-271.079071045,170.771972656,623.558044434,-278.982269287,136.869308472,
337,606.785156250,-271.844512939,171.165206909,623.711364746,-279.781066895,137.222595215,
