Number of frames: 250
Frequency: 50
Units: mm

Frame,finger x,finger y,finger z,palm x,palm y,palm z
1,631.023742676,-257.495178223,141.299804688,,,,
2,630.993408203,-257.496459961,141.331832886,,,,
3,630.934265137,-257.496978760,141.345550537,,,,
4,630.878479004,-257.504394531,141.306167603,,,,
5,630.833984375,-257.524139404,141.157897949,,,,
6,630.825439453,-257.555175781,140.996841431,,,,
7,630.813476563,-257.572418213,140.890670776,,,,
8,630.828796387,-257.570068359,140.892959595,,,,
9,630.858154297,-257.579193115,140.913574219,,,,
10,630.906250000,-257.610656738,140.902313232,,,,
11,630.944152832,-257.641265869,140.903167725,,,,
12,630.937805176,-257.650939941,140.933090210,,,,
13,630.923156738,-257.630523682,140.941528320,,,,
14,630.899353027,-257.614379883,140.933624268,,,,
15,630.873962402,-257.607452393,140.939056396,,,,
16,630.865905762,-257.616088867,140.982315063,,,,
17,630.830810547,-257.650695801,141.025268555,,,,
18,630.714294434,-257.875915527,140.922790527,,,,
19,630.638183594,-258.562530518,141.070419312,,,,
20,630.459106445,-259.406982422,142.236953735,,,,
21,629.824523926,-260.416290283,144.697662354,,,,
22,628.548828125,-262.152069092,148.321975708,,,,
23,626.579956055,-264.993072510,153.003707886,,,,
24,624.278442383,-268.956390381,159.847640991,,,,
25,621.684875488,-273.969970703,169.715332031,,,,
26,618.298889160,-280.018493652,181.833084106,,,,
27,614.058776855,-286.720428467,196.270095825,,,,
28,608.660827637,-292.735168457,212.096817017,,,,
29,602.042663574,-297.100402832,229.407394409,,,,
30,594.694519043,-299.882354736,248.924133301,,,,
31,587.074401855,-302.304992676,269.970367432,672.981567383,-275.845581055,217.505798340,
32,579.725158691,-305.061889648,291.864868164,663.658752441,-279.341888428,236.852890015,
33,572.274169922,-307.721496582,313.827758789,654.236389160,-282.537414551,256.427398682,
34,564.501037598,-310.065826416,335.364288330,644.688598633,-285.397735596,275.758270264,
35,557.054687500,-312.313293457,356.608032227,635.191284180,-288.021514893,294.693786621,
36,550.174072266,-314.083953857,377.344665527,626.217651367,-290.576721191,313.141204834,
37,544.153015137,-315.544494629,396.942321777,618.208435059,-292.923156738,330.693634033,
38,539.297485352,-316.731536865,415.056243896,611.233947754,-294.929840088,346.764984131,
39,535.677612305,-318.050140381,431.271972656,605.389221191,-296.684783936,360.985992432,
40,532.869567871,-319.743804932,444.828887939,600.745727539,-298.238250732,373.138153076,
41,530.225158691,-321.200164795,455.621978760,597.027770996,-299.495635986,383.111511230,
42,527.606811523,-322.121459961,464.032409668,593.809020996,-300.375152588,391.044494629,
43,524.912231445,-322.703002930,470.312377930,590.906555176,-300.857574463,397.210479736,
44,522.046325684,-322.901397705,474.666168213,588.314941406,-300.951629639,401.879791260,
45,519.329345703,-322.384948730,477.946594238,585.956726074,-300.749572754,405.398101807,
46,516.822326660,-321.315490723,480.379913330,583.872497559,-300.329986572,407.959838867,
47,514.877990723,-320.357940674,482.109100342,582.066467285,-299.802581787,409.661621094,
48,513.597839355,-319.722656250,483.547027588,580.527343750,-299.330566406,410.847534180,
49,512.498657227,-319.235382080,484.735992432,579.277709961,-299.034271240,411.851806641,
50,511.528991699,-318.952606201,485.704193115,578.326171875,-298.906616211,412.825164795,
51,510.609252930,-319.035827637,486.319702148,577.552795410,-298.867614746,413.672821045,
52,509.866149902,-319.448333740,486.741180420,576.902038574,-298.918670654,414.367980957,
53,509.523437500,-320.126678467,487.268524170,576.392578125,-299.090423584,414.986267090,
54,509.562805176,-320.917236328,488.062744141,575.980834961,-299.351409912,415.604492188,
55,509.811767578,-321.549224854,489.223297119,575.678649902,-299.656860352,416.443817139,
56,510.050415039,-322.052124023,490.540252686,575.506042480,-299.919372559,417.571166992,
57,510.154754639,-322.328643799,491.857849121,575.446899414,-300.073150635,418.853088379,
58,509.577239990,-322.881225586,492.107910156,575.385864258,-300.078277588,419.993713379,
59,508.976715088,-323.153869629,492.262237549,575.042175293,-300.000427246,420.638641357,
60,508.541992188,-323.195556641,492.443115234,574.528564453,-299.870971680,420.882812500,
61,508.329864502,-323.069824219,492.594482422,574.127807617,-299.748992920,420.852905273,
62,508.366973877,-322.952697754,492.704040527,573.999267578,-299.645263672,420.769317627,
63,508.436798096,-322.770477295,492.768066406,573.918640137,-299.452728271,420.625976563,
64,508.425506592,-322.568145752,492.798278809,573.761596680,-299.212249756,420.501586914,
65,508.399688721,-322.447601318,492.826904297,573.688293457,-299.095825195,420.495086670,
66,508.370300293,-322.471282959,492.766998291,573.666015625,-299.121429443,420.416625977,
67,508.413452148,-322.574951172,492.606506348,573.718322754,-299.284240723,420.215179443,
68,508.622955322,-322.585113525,492.299499512,573.988525391,-299.506988525,419.732849121,
69,508.979949951,-322.871124268,490.993469238,574.500122070,-299.715576172,418.481201172,
70,509.600158691,-323.955932617,487.914215088,575.481750488,-299.924011230,415.815704346,
71,510.726013184,-325.805328369,483.130859375,577.146118164,-300.246948242,411.723724365,
72,512.254089355,-327.983520508,476.724914551,579.407409668,-300.689666748,406.193176270,
73,514.639404297,-330.380157471,468.788970947,582.295776367,-301.128692627,398.948791504,
74,518.252685547,-332.763061523,459.332092285,586.171508789,-301.513519287,389.941497803,
75,522.846008301,-334.694610596,448.373565674,591.377929688,-301.714141846,379.392150879,
76,528.137695313,-335.811004639,436.172515869,597.359436035,-301.506866455,367.588043213,
77,533.292297363,-335.696716309,422.351898193,603.803161621,-300.749572754,354.651641846,
78,538.683349609,-334.304992676,407.231323242,610.798583984,-299.382507324,340.568420410,
79,544.670532227,-331.802551270,391.281738281,618.957702637,-297.507598877,326.001678467,
80,551.333679199,-328.436218262,374.709320068,628.104736328,-295.143005371,311.520019531,
81,558.066406250,-324.633270264,357.525726318,637.438354492,-292.231689453,297.163391113,
82,564.718872070,-320.259552002,340.420684814,646.554321289,-288.922943115,282.898895264,
83,571.077697754,-315.130706787,323.375854492,655.306701660,-285.471893311,268.909698486,
84,576.713867188,-309.634552002,305.841369629,,,,
85,582.266540527,-304.189331055,288.947845459,,,,
