Number of frames: 250
Frequency: 50
Units: mm

Frame,finger x,finger y,finger z,palm x,palm y,palm z
1,624.819702148,-253.769210815,140.852050781,,,,
2,624.774963379,-253.777694702,140.789718628,,,,
3,624.757385254,-253.787139893,140.773864746,,,,
4,624.758483887,-253.792648315,140.777145386,,,,
5,624.747070313,-253.808074951,140.685226440,,,,
6,624.742065430,-253.830490112,140.484512329,,,,
7,624.748779297,-253.856857300,140.308761597,,,,
8,624.753112793,-253.859573364,140.334655762,,,,
9,624.752685547,-253.851699829,140.426208496,,,,
10,624.747131348,-253.856292725,140.455398560,,,,
11,624.734008789,-253.875732422,140.455062866,,,,
12,624.698425293,-253.891403198,140.466766357,,,,
13,624.629943848,-253.893402100,140.509201050,,,,
14,624.544250488,-253.882614136,140.578445435,,,,
15,624.523864746,-253.885253906,140.727813721,,,,
16,624.516418457,-253.907867432,140.819229126,,,,
17,624.509460449,-254.038253784,140.884689331,,,,
18,624.562683105,-254.807861328,141.035919189,,,,
19,624.316833496,-255.771682739,141.666717529,,,,
20,623.859252930,-257.136932373,143.103683472,,,,
21,623.367431641,-259.868835449,145.657821655,,,,
22,622.809082031,-263.793090820,150.080459595,,,,
23,621.891052246,-269.123535156,156.053894043,,,,
24,620.033203125,-275.655242920,164.270065308,,,,
25,616.568359375,-283.117645264,174.621520996,,,,
26,611.707397461,-291.182586670,187.206665039,,,,
27,605.668884277,-298.798370361,202.347915649,,,,
28,598.530151367,-305.584960938,219.318069458,,,,
29,590.520263672,-311.478637695,238.318313599,,,,
30,581.691467285,-316.178771973,259.073211670,,,,
31,572.282958984,-319.460205078,280.839935303,,,,
32,562.773437500,-321.662963867,302.854003906,642.612182617,-290.466644287,246.746917725,
33,553.450561523,-323.675079346,324.082336426,630.578247070,-293.558441162,264.272399902,
34,544.340087891,-325.723480225,344.050781250,619.208984375,-296.174530029,281.699951172,
35,535.861145020,-326.862548828,363.635406494,608.825744629,-298.389221191,298.956329346,
36,528.573547363,-327.466735840,382.715881348,599.425659180,-300.207214355,315.650451660,
37,523.144042969,-327.466796875,401.169525146,591.377990723,-301.819305420,331.240417480,
38,519.316833496,-327.671112061,417.938751221,585.005432129,-303.180358887,345.472564697,
39,516.338073730,-327.932556152,432.436309814,579.754272461,-304.198791504,357.907989502,
40,514.027954102,-328.144195557,444.669891357,575.404907227,-304.898620605,368.475219727,
41,512.407348633,-328.007202148,455.099090576,572.088867188,-305.399200439,377.444244385,
42,511.619293213,-327.129974365,464.146850586,569.453308105,-305.691436768,384.854339600,
43,511.211303711,-325.753997803,471.607055664,567.145874023,-305.678710938,390.669006348,
44,510.647857666,-324.501312256,477.166625977,565.094055176,-305.366302490,395.083648682,
45,509.676391602,-323.384674072,481.043090820,563.374694824,-304.873718262,398.335296631,
46,508.517120361,-322.693176270,483.567901611,562.044250488,-304.302429199,400.722778320,
47,507.338989258,-322.161590576,485.314880371,560.809631348,-303.691223145,402.457977295,
