Number of frames: 250
Frequency: 50
Units: mm

Frame,finger x,finger y,finger z,palm x,palm y,palm z
1,622.977539063,-250.603683472,142.452148438,,,,
2,622.973876953,-250.602890015,142.407089233,,,,
3,622.951110840,-250.604080200,142.362869263,,,,
4,622.913879395,-250.600296021,142.338195801,,,,
5,622.860839844,-250.584854126,142.359039307,,,,
6,622.837341309,-250.575302124,142.393249512,,,,
7,622.830078125,-250.574661255,142.336898804,,,,
8,622.791870117,-250.575347900,142.187164307,,,,
9,622.737670898,-250.554275513,142.045089722,,,,
10,622.685241699,-250.513534546,141.955581665,,,,
11,622.649230957,-250.462509155,141.939437866,,,,
12,622.651489258,-250.430450439,141.952423096,,,,
13,622.640991211,-250.424041748,142.000854492,,,,
14,622.621215820,-250.420684814,142.119262695,,,,
15,622.630004883,-250.418106079,142.236785889,,,,
16,622.620117188,-250.418395996,142.225860596,,,,
17,622.601135254,-250.425048828,142.150634766,714.808776855,-255.438415527,97.653991699,
18,622.577209473,-250.426879883,142.102813721,,,,
19,622.560241699,-250.423919678,142.099685669,,,,
20,622.567749023,-250.426300049,142.124298096,,,,
21,622.606811523,-250.435668945,142.116668701,,,,
22,622.645812988,-250.446319580,142.087448120,,,,
23,622.668640137,-250.450332642,142.030715942,,,,
24,622.685791016,-250.453094482,141.943725586,,,,
25,622.701477051,-250.460815430,141.865539551,,,,
26,622.690368652,-250.469711304,141.822891235,,,,
27,622.669555664,-250.468414307,141.816375732,,,,
28,622.648437500,-250.467559814,141.805999756,,,,
29,622.640075684,-250.470184326,141.846710205,,,,
30,622.637329102,-250.472808838,141.926345825,,,,
31,622.634216309,-250.473342896,141.985885620,,,,
32,622.598815918,-250.472244263,142.029861450,,,,
33,622.558166504,-250.463684082,142.058929443,,,,
34,622.503845215,-250.452896118,142.082275391,,,,
35,622.482666016,-250.449722290,142.067947388,,,,
36,622.481567383,-250.449249268,141.965209961,,,,
37,622.480346680,-250.446258545,141.846923828,,,,
38,622.473388672,-250.442626953,141.777099609,,,,
39,622.518615723,-250.439788818,141.810409546,,,,
40,622.584655762,-250.451217651,141.845275879,,,,
41,622.648620605,-250.467819214,141.846328735,,,,
42,622.673034668,-250.469482422,141.838775635,,,,
43,622.695312500,-250.467575073,141.837203979,,,,
44,622.716003418,-250.470138550,141.876205444,,,,
45,622.726989746,-250.480514526,141.907897949,,,,
