Number of frames: 1500
Frequency: 500
Units: mm

Frame,finger x,finger y,finger z,thumb x,thumb y,thumb z
154,594.161865234,-191.123245239,152.456008911,612.008178711,-200.313278198,138.948074341,
155,594.153747559,-191.121505737,152.446304321,611.998291016,-200.311706543,138.939544678,
156,594.153747559,-191.118438721,152.436035156,611.983825684,-200.309494019,138.931427002,
157,594.143493652,-191.117523193,152.427139282,611.978332520,-200.305923462,138.921218872,
158,594.114379883,-191.117675781,152.414932251,611.965881348,-200.301589966,138.910125732,
159,594.108703613,-191.113372803,152.401336670,611.947875977,-200.299255371,138.900817871,
160,594.084350586,-191.113403320,152.391357422,611.936828613,-200.296203613,138.893508911,
161,594.077575684,-191.111007690,152.382995605,611.916320801,-200.293304443,138.883392334,
162,594.079406738,-191.109085083,152.373382568,611.905761719,-200.290145874,138.876907349,
163,594.070373535,-191.107269287,152.364334106,611.896911621,-200.286132813,138.870697021,
164,594.053710938,-191.105361938,152.360366821,611.877380371,-200.283416748,138.863601685,
165,594.042968750,-191.103103638,152.351409912,611.870666504,-200.278884888,138.857376099,
166,594.017395020,-191.103530884,152.340240479,611.863525391,-200.273452759,138.850708008,
167,594.013000488,-191.096954346,152.330291748,611.847534180,-200.270645142,138.843795776,
168,594.010803223,-191.095977783,152.322570801,611.833251953,-200.267684937,138.835174561,
169,593.980834961,-191.099716187,152.312728882,611.820983887,-200.264205933,138.823364258,
170,593.974060059,-191.098312378,152.303329468,611.804443359,-200.263504028,138.813278198,
171,593.964904785,-191.097824097,152.295776367,611.793029785,-200.259841919,138.805847168,
172,593.938659668,-191.094772339,152.285385132,611.780395508,-200.254776001,138.796127319,
173,593.924133301,-191.089218140,152.279724121,611.769348145,-200.246566772,138.791854858,
174,593.905944824,-191.084793091,152.270614624,611.756225586,-200.241958618,138.787094116,
175,593.886352539,-191.081115723,152.260192871,611.727478027,-200.240020752,138.775558472,
176,593.869689941,-191.079971313,152.249938965,611.704772949,-200.234115601,138.766937256,
177,593.842163086,-191.078552246,152.242523193,611.699707031,-200.227966309,138.760253906,
178,593.830627441,-191.074234009,152.237030029,611.693542480,-200.223495483,138.754226685,
179,593.819458008,-191.073059082,152.228591919,611.668640137,-200.222930908,138.747039795,
180,593.797363281,-191.071517944,152.217178345,611.633300781,-200.220703125,138.740005493,
181,593.780822754,-191.070327759,152.207748413,611.618896484,-200.217483521,138.732604980,
182,593.768188477,-191.066101074,152.202865601,611.605590820,-200.214691162,138.722671509,
183,593.752990723,-191.065078735,152.194305420,611.588378906,-200.213073730,138.715957642,
184,593.740417480,-191.061523438,152.189880371,611.575256348,-200.211151123,138.709976196,
185,593.724060059,-191.060119629,152.182769775,611.551208496,-200.208282471,138.704940796,
186,593.695129395,-191.060424805,152.171981812,611.531433105,-200.206649780,138.700515747,
187,593.677307129,-191.059783936,152.164199829,611.512817383,-200.206100464,138.693832397,
188,593.657470703,-191.057174683,152.156600952,611.500671387,-200.206909180,138.687927246,
189,593.643615723,-191.056152344,152.154174805,611.489685059,-200.208236694,138.683242798,
190,593.611694336,-191.059310913,152.143829346,611.468872070,-200.208343506,138.677886963,
191,593.604614258,-191.058807373,152.137786865,611.450500488,-200.207733154,138.671295166,
192,593.603149414,-191.056701660,152.138000488,611.432983398,-200.209091187,138.665435791,
193,593.575256348,-191.060577393,152.125076294,611.427490234,-200.209854126,138.663162231,
194,593.552490234,-191.060501099,152.115310669,611.408630371,-200.212829590,138.656158447,
195,593.540405273,-191.060394287,152.112380981,611.376953125,-200.220108032,138.647033691,
196,593.515502930,-191.061691284,152.106735229,611.365356445,-200.221496582,138.642807007,
197,593.502502441,-191.065292358,152.102767944,611.355224609,-200.223403931,138.638687134,
198,593.498413086,-191.068710327,152.100418091,611.331665039,-200.230865479,138.632568359,
199,593.466857910,-191.071014404,152.094940186,611.309326172,-200.236633301,138.627975464,
200,593.456115723,-191.075836182,152.093551636,611.296997070,-200.243972778,138.624877930,
201,593.424560547,-191.081726074,152.090347290,611.277709961,-200.250976563,138.619659424,
202,593.408203125,-191.084030151,152.089935303,611.266174316,-200.256942749,138.618576050,
203,593.383728027,-191.087295532,152.086517334,611.261169434,-200.262741089,138.617141724,
204,593.366088867,-191.089065552,152.088256836,611.243225098,-200.267227173,138.613754272,
205,593.352966309,-191.093841553,152.090820313,611.222534180,-200.271026611,138.613357544,
206,593.340637207,-191.097412109,152.094314575,611.205688477,-200.276733398,138.612930298,
207,593.326171875,-191.098785400,152.100006104,611.190429688,-200.280471802,138.612899780,
208,593.308593750,-191.103530884,152.105148315,611.179138184,-200.284790039,138.612274170,
209,593.285461426,-191.109100342,152.109863281,611.164123535,-200.291549683,138.612442017,
210,593.271911621,-191.115478516,152.114715576,611.154541016,-200.298645020,138.614181519,
211,593.254455566,-191.122100830,152.123870850,611.142150879,-200.306732178,138.615051270,
212,593.248413086,-191.128921509,152.127059937,611.127258301,-200.316925049,138.613937378,
213,593.215576172,-191.138183594,152.133331299,611.120361328,-200.327377319,138.611526489,
214,593.214233398,-191.145019531,152.139953613,611.106933594,-200.339401245,138.609634399,
215,593.182250977,-191.158432007,152.148956299,611.101318359,-200.354904175,138.609313965,
216,593.160644531,-191.171859741,152.156158447,611.099060059,-200.371978760,138.608627319,
217,593.138916016,-191.185317993,152.165496826,611.088745117,-200.387969971,138.606170654,
218,593.134887695,-191.199035645,152.179351807,611.083984375,-200.405578613,138.607437134,
219,593.114013672,-191.215164185,152.191314697,611.078247070,-200.425521851,138.608581543,
220,593.103515625,-191.230545044,152.204879761,611.074523926,-200.440261841,138.607147217,
221,593.086486816,-191.247085571,152.217346191,611.078552246,-200.457550049,138.606994629,
222,593.073364258,-191.267700195,152.232040405,611.075439453,-200.477508545,138.605270386,
223,593.049255371,-191.286361694,152.246612549,611.074890137,-200.496932983,138.605026245,
224,593.024230957,-191.307052612,152.260894775,611.075073242,-200.517456055,138.605163574,
225,593.014404297,-191.327804565,152.274902344,611.077148438,-200.539184570,138.603668213,
226,593.002624512,-191.347778320,152.291046143,611.082031250,-200.558517456,138.599792480,
227,592.964233398,-191.367080688,152.298080444,611.081176758,-200.579757690,138.595046997,
228,592.934936523,-191.387420654,152.304794312,611.079223633,-200.604248047,138.587005615,
229,592.922241211,-191.406982422,152.313079834,611.071228027,-200.627868652,138.580307007,
230,592.897460938,-191.431518555,152.320129395,611.062438965,-200.655487061,138.575973511,
231,592.871093750,-191.451889038,152.327957153,611.059265137,-200.683059692,138.568527222,
232,592.837463379,-191.473617554,152.333663940,611.051696777,-200.707733154,138.558044434,
233,592.801635742,-191.498626709,152.342269897,611.041564941,-200.734527588,138.546188354,
234,592.779418945,-191.521621704,152.352020264,611.043640137,-200.756393433,138.535903931,
235,592.755310059,-191.544906616,152.362075806,611.036010742,-200.775604248,138.524322510,
236,592.717773438,-191.569351196,152.370208740,611.001831055,-200.800201416,138.504089355,
237,592.677185059,-191.594024658,152.373794556,610.985595703,-200.824096680,138.484680176,
238,592.635864258,-191.615280151,152.381149292,610.967163086,-200.848129272,138.465423584,
239,592.588500977,-191.639999390,152.381408691,610.939880371,-200.874832153,138.440399170,
240,592.525512695,-191.669754028,152.375946045,610.911987305,-200.902175903,138.414291382,
241,592.476013184,-191.696670532,152.372787476,610.880004883,-200.929031372,138.382171631,
242,592.427917480,-191.721832275,152.368103027,610.857482910,-200.956527710,138.347488403,
243,592.352111816,-191.753707886,152.362640381,610.829101563,-200.982131958,138.310958862,
244,592.284423828,-191.785644531,152.356430054,610.791442871,-201.008102417,138.268402100,
245,592.208251953,-191.816406250,152.349426270,610.745422363,-201.034133911,138.219787598,
246,592.138916016,-191.847442627,152.350463867,610.697082520,-201.060638428,138.170227051,
247,592.055297852,-191.875762939,152.346878052,610.656494141,-201.086181641,138.120254517,
248,591.975830078,-191.908096313,152.345397949,610.616943359,-201.111785889,138.072235107,
249,591.903259277,-191.938354492,152.344360352,610.557434082,-201.144760132,138.021118164,
250,591.825927734,-191.967300415,152.347045898,610.523742676,-201.172775269,137.963424683,
251,591.737548828,-192.000381470,152.352508545,610.496154785,-201.198944092,137.913406372,
252,591.640136719,-192.033737183,152.365020752,610.454650879,-201.228408813,137.863204956,
253,591.573181152,-192.062088013,152.379180908,610.419616699,-201.256088257,137.808700562,
254,591.481140137,-192.089767456,152.399276733,610.379089355,-201.286178589,137.757705688,
255,591.397583008,-192.121932983,152.421844482,610.334777832,-201.316711426,137.705749512,
256,591.299194336,-192.151718140,152.440933228,610.287658691,-201.349395752,137.648391724,
257,591.222106934,-192.177658081,152.473754883,610.250610352,-201.384765625,137.595199585,
258,591.128173828,-192.208297729,152.508392334,610.202331543,-201.425918579,137.543869019,
259,591.040100098,-192.235168457,152.542114258,610.143188477,-201.468215942,137.490722656,
260,590.960510254,-192.259902954,152.581665039,610.097167969,-201.505569458,137.442230225,
261,590.859802246,-192.286224365,152.612838745,610.043212891,-201.542541504,137.396820068,
262,590.760131836,-192.304275513,152.646957397,609.982238770,-201.581924438,137.347320557,
263,590.673645020,-192.322082520,152.687133789,609.909912109,-201.622924805,137.291183472,
264,590.584167480,-192.339584351,152.731384277,609.847167969,-201.666976929,137.234603882,
265,590.488708496,-192.359741211,152.779708862,609.794799805,-201.716644287,137.175216675,
266,590.387939453,-192.375183105,152.836196899,609.737182617,-201.771911621,137.118591309,
267,590.279907227,-192.328292847,152.911499023,609.719787598,-201.842483521,137.044113159,
268,590.189270020,-192.232086182,153.007415771,609.738220215,-201.944534302,136.951339722,
269,590.101867676,-192.157562256,153.109588623,609.756103516,-202.080810547,136.848739624,
270,590.016601563,-192.143981934,153.230850220,609.754150391,-202.255661011,136.672256470,
271,589.930786133,-192.160690308,153.361480713,609.729797363,-202.459533691,136.445312500,
272,589.836303711,-192.187484741,153.510086060,609.715881348,-202.656768799,136.250518799,
273,589.750610352,-192.215805054,153.664947510,609.691528320,-202.835006714,136.083282471,
274,589.674499512,-192.235244751,153.818603516,609.606933594,-202.985733032,135.908081055,
275,589.588134766,-192.225799561,153.978012085,609.452026367,-203.102844238,135.675903320,
276,589.506713867,-192.159439087,154.190551758,609.289001465,-203.205657959,135.312500000,
277,589.395690918,-192.090713501,154.485137939,609.217468262,-203.377120972,134.894454956,
278,589.281005859,-192.063613892,154.826248169,609.162292480,-203.675872803,134.529052734,
279,589.182861328,-192.072174072,155.157989502,609.145202637,-204.033599854,134.200576782,
280,589.097351074,-192.091079712,155.481307983,609.150573730,-204.397033691,133.890060425,
281,589.017578125,-192.104614258,155.771697998,609.124389648,-204.751693726,133.583892822,
282,588.929992676,-192.107833862,156.029434204,609.122863770,-205.085617065,133.296142578,
283,588.825866699,-192.100616455,156.251617432,609.072937012,-205.409225464,133.017181396,
284,588.732543945,-192.087661743,156.435760498,609.049682617,-205.710281372,132.750366211,
285,588.668884277,-192.065689087,156.599212646,609.016418457,-205.999542236,132.495544434,
286,588.593261719,-192.042221069,156.748352051,608.958923340,-206.275131226,132.251266479,
287,588.521545410,-192.017028809,156.880950928,608.943237305,-206.533660889,132.018737793,
288,588.447387695,-191.988723755,156.999298096,608.872863770,-206.799743652,131.790191650,
289,588.382324219,-191.958099365,157.107650757,608.821838379,-207.053253174,131.573028564,
290,588.309875488,-191.922286987,157.205780029,608.792114258,-207.302703857,131.363189697,
291,588.245117188,-191.887466431,157.304656982,608.724548340,-207.565948486,131.157440186,
292,588.191223145,-191.859954834,157.416671753,608.690551758,-207.817581177,130.969375610,
293,588.103515625,-191.877426147,157.559265137,608.664428711,-208.070068359,130.794860840,
294,588.041381836,-191.980728149,157.715820313,608.608520508,-208.337524414,130.629257202,
295,587.980712891,-192.116760254,157.868499756,608.600585938,-208.597351074,130.476516724,
296,587.900573730,-192.265029907,158.029556274,608.577026367,-208.861419678,130.325714111,
297,587.862243652,-192.495361328,158.219863892,608.534667969,-209.141403198,130.181381226,
298,587.814270020,-192.994338989,158.478912354,608.551696777,-209.410797119,130.056137085,
299,587.790710449,-193.731765747,158.815795898,608.535583496,-209.685241699,129.925964355,
300,587.774780273,-194.590881348,159.219863892,608.515075684,-209.971084595,129.785598755,
301,587.769653320,-195.493530273,159.648193359,608.533935547,-210.255340576,129.652374268,
302,587.825500488,-196.399459839,160.075576782,608.517211914,-210.561737061,129.515335083,
303,587.906616211,-197.298583984,160.505798340,608.538391113,-210.886444092,129.386535645,
304,587.988159180,-198.176620483,160.929321289,608.549682617,-211.240737915,129.258895874,
305,588.102661133,-199.024215698,161.357406616,608.585876465,-211.619567871,129.130432129,
306,588.231079102,-199.843490601,161.792190552,608.629394531,-212.025314331,129.003890991,
307,588.356994629,-200.627059937,162.221176147,608.680175781,-212.461364746,128.880249023,
308,588.499755859,-201.371200562,162.649322510,608.777160645,-212.919540405,128.765182495,
309,588.639831543,-202.068710327,163.053512573,608.846984863,-213.407424927,128.653121948,
310,588.758483887,-202.722244263,163.430969238,608.972229004,-213.909301758,128.555068970,
311,588.883178711,-203.333755493,163.766784668,609.087951660,-214.438217163,128.461761475,
312,589.019958496,-203.904434204,164.067245483,609.163024902,-214.989318848,128.373657227,
313,589.152832031,-204.437454224,164.317520142,609.314025879,-215.548767090,128.302597046,
314,589.257934570,-204.943756104,164.512466431,609.482238770,-216.124069214,128.241210938,
315,589.374633789,-205.432800293,164.662765503,609.579467773,-216.721603394,128.179870605,
316,589.471557617,-205.909057617,164.774719238,609.712097168,-217.324996948,128.126907349,
317,589.547241211,-206.393096924,164.861358643,609.891235352,-217.928283691,128.083450317,
318,589.661804199,-206.892074585,164.936065674,610.078735352,-218.541305542,128.050186157,
319,589.755493164,-207.412796021,165.005371094,610.237670898,-219.170043945,128.019287109,
320,589.831298828,-207.966918945,165.078994751,610.358215332,-219.807052612,127.989799500,
321,589.940063477,-208.552291870,165.170883179,610.511291504,-220.438781738,127.971565247,
322,590.051513672,-209.166213989,165.269027710,610.698242188,-221.066818237,127.961791992,
323,590.157714844,-209.810287476,165.388504028,610.869873047,-221.702407837,127.958480835,
324,590.264831543,-210.478729248,165.527328491,611.021423340,-222.352279663,127.956802368,
325,590.374511719,-211.163406372,165.684799194,611.160644531,-223.007324219,127.958587646,
326,590.483032227,-211.866790771,165.857070923,611.324096680,-223.656295776,127.968719482,
327,590.606384277,-212.572692871,166.043411255,611.498474121,-224.305068970,127.986488342,
328,590.749511719,-213.281738281,166.243957520,611.661987305,-224.956497192,128.009185791,
329,590.885498047,-213.994873047,166.451339722,611.820129395,-225.620330811,128.033432007,
330,591.032470703,-214.712493896,166.660675049,611.970947266,-226.296234131,128.062377930,
331,591.188598633,-215.433013916,166.876388550,612.122253418,-226.980102539,128.098114014,
332,591.327148438,-216.165832520,167.094573975,612.281372070,-227.672225952,128.140823364,
333,591.465332031,-216.913909912,167.311782837,612.464904785,-228.364105225,128.192901611,
334,591.610717773,-217.671310425,167.524703979,612.658142090,-229.063186646,128.248397827,
335,591.771606445,-218.439422607,167.747268677,612.847473145,-229.776809692,128.308349609,
336,591.910339355,-219.220108032,167.962966919,613.029357910,-230.504119873,128.372680664,
337,592.055053711,-220.007751465,168.178314209,613.200134277,-231.245681763,128.441497803,
338,592.202941895,-220.802154541,168.390304565,613.380249023,-232.002929688,128.521682739,
