Number of frames: 1500
Frequency: 500
Units: mm

Frame,finger x,finger y,finger z,thumb x,thumb y,thumb z
26,610.241027832,-206.489364624,153.444412231,618.940979004,-212.235977173,139.083389282,
27,610.229003906,-206.490753174,153.443405151,618.943786621,-212.234283447,139.082168579,
28,610.230957031,-206.489395142,153.443969727,618.930358887,-212.233978271,139.080184937,
29,610.233276367,-206.487930298,153.446655273,618.932556152,-212.231948853,139.080078125,
30,610.229248047,-206.489746094,153.446472168,618.940002441,-212.229446411,139.082489014,
31,610.228393555,-206.487594604,153.449966431,618.933532715,-212.228851318,139.082885742,
32,610.235900879,-206.485443115,153.451629639,618.933105469,-212.228927612,139.080581665,
33,610.236389160,-206.486312866,153.450485229,618.938049316,-212.226425171,139.079498291,
34,610.237487793,-206.485260010,153.452438354,618.945251465,-212.221755981,139.079452515,
35,610.231506348,-206.484161377,153.452911377,618.938293457,-212.221908569,139.081604004,
36,610.234130859,-206.483612061,153.453109741,618.934143066,-212.220764160,139.084075928,
37,610.232971191,-206.484527588,153.457214355,618.941345215,-212.219696045,139.084716797,
38,610.233520508,-206.484588623,153.457244873,618.945556641,-212.219161987,139.086410522,
39,610.235351563,-206.482849121,153.458175659,618.947875977,-212.216552734,139.091201782,
40,610.228454590,-206.483291626,153.461029053,618.942749023,-212.216613770,139.090301514,
41,610.226745605,-206.483627319,153.462692261,618.932983398,-212.217620850,139.090438843,
42,610.233032227,-206.481414795,153.466827393,618.925415039,-212.216903687,139.091461182,
43,610.239685059,-206.480865479,153.468597412,618.927001953,-212.214721680,139.091476440,
44,610.233154297,-206.481292725,153.468872070,618.926452637,-212.213668823,139.092773438,
45,610.237731934,-206.481246948,153.469665527,618.926513672,-212.213104248,139.095672607,
46,610.236877441,-206.481689453,153.471893311,618.928833008,-212.210845947,139.096954346,
47,610.237731934,-206.481399536,153.475311279,618.930664063,-212.210205078,139.096771240,
48,610.237365723,-206.480484009,153.474212646,618.928527832,-212.210754395,139.101547241,
49,610.231079102,-206.478683472,153.473968506,618.927978516,-212.209106445,139.101913452,
50,610.231323242,-206.481216431,153.476867676,618.933654785,-212.207031250,139.102966309,
51,610.235351563,-206.480041504,153.479812622,618.932006836,-212.204879761,139.106475830,
52,610.238220215,-206.478149414,153.481353760,618.931213379,-212.203887939,139.107498169,
53,610.241394043,-206.478286743,153.484466553,618.924560547,-212.204421997,139.106079102,
54,610.233093262,-206.478485107,153.486495972,618.919982910,-212.203857422,139.107223511,
55,610.227050781,-206.478225708,153.490875244,618.931579590,-212.202148438,139.111129761,
56,610.225524902,-206.478500366,153.489501953,618.931762695,-212.202209473,139.112945557,
57,610.232177734,-206.478820801,153.488906860,618.925231934,-212.202926636,139.113891602,
58,610.233154297,-206.479507446,153.493041992,618.915405273,-212.203887939,139.115997314,
59,610.230224609,-206.475585938,153.494750977,618.928405762,-212.200607300,139.119293213,
60,610.243103027,-206.474670410,153.496139526,618.928894043,-212.199890137,139.118759155,
61,610.244140625,-206.475540161,153.499755859,618.921997070,-212.200607300,139.121261597,
62,610.232543945,-206.476226807,153.498825073,618.925659180,-212.197372437,139.125381470,
63,610.220520020,-206.478149414,153.500045776,618.922607422,-212.195526123,139.125549316,
64,610.226745605,-206.476806641,153.501754761,618.919921875,-212.195587158,139.124710083,
65,610.230041504,-206.475585938,153.502578735,618.918273926,-212.194519043,139.126388550,
66,610.236938477,-206.475402832,153.506347656,618.923217773,-212.194015503,139.129211426,
67,610.223754883,-206.476623535,153.510513306,618.921752930,-212.193298340,139.129852295,
68,610.216674805,-206.475616455,153.512023926,618.921386719,-212.190322876,139.132080078,
69,610.231689453,-206.474319458,153.518051147,618.919006348,-212.189941406,139.134963989,
70,610.233825684,-206.475875854,153.518920898,618.915893555,-212.190124512,139.136581421,
71,610.219116211,-206.475357056,153.516937256,618.924194336,-212.189025879,139.142196655,
72,610.217346191,-206.473312378,153.517349243,618.930480957,-212.189483643,139.144058228,
73,610.223449707,-206.472503662,153.518737793,618.926513672,-212.189651489,139.142349243,
74,610.234619141,-206.470764160,153.524215698,618.927917480,-212.188262939,139.147460938,
75,610.228149414,-206.473663330,153.525817871,618.931335449,-212.189407349,139.148437500,
76,610.220458984,-206.474472046,153.523666382,618.917785645,-212.189239502,139.145019531,
77,610.235229492,-206.472015381,153.526473999,618.926574707,-212.187011719,139.148666382,
78,610.226989746,-206.472167969,153.523284912,618.932922363,-212.184967041,139.151458740,
79,610.221740723,-206.472274780,153.524322510,618.926574707,-212.183563232,139.153015137,
80,610.226074219,-206.472030640,153.528762817,618.917846680,-212.182800293,139.149948120,
81,610.228515625,-206.472137451,153.530288696,618.911743164,-212.183502197,139.148315430,
82,610.235778809,-206.472732544,153.533798218,618.912719727,-212.182800293,139.153259277,
83,610.227233887,-206.471984863,153.533187866,618.919921875,-212.180053711,139.154327393,
84,610.224548340,-206.469375610,153.533889771,618.919738770,-212.179626465,139.156677246,
85,610.231689453,-206.470809937,153.537826538,618.912414551,-212.179855347,139.160369873,
86,610.227722168,-206.470718384,153.539505005,618.919250488,-212.179199219,139.163604736,
87,610.225830078,-206.471603394,153.541870117,618.920227051,-212.177597046,139.166412354,
88,610.225769043,-206.470764160,153.545745850,618.914489746,-212.178329468,139.168014526,
89,610.227172852,-206.470016479,153.547256470,618.913574219,-212.180068970,139.169967651,
90,610.217651367,-206.470108032,153.546920776,618.908691406,-212.177703857,139.171829224,
91,610.212768555,-206.469436646,153.548461914,618.910278320,-212.175506592,139.171249390,
92,610.219055176,-206.468902588,153.552597046,618.908630371,-212.174240112,139.172546387,
93,610.219177246,-206.468948364,153.550079346,618.908386230,-212.172027588,139.175186157,
94,610.214355469,-206.468872070,153.552764893,618.898376465,-212.169570923,139.170471191,
95,610.212585449,-206.467926025,153.552169800,618.898925781,-212.167343140,139.169601440,
96,610.210754395,-206.466506958,153.552078247,618.905822754,-212.164779663,139.171768188,
97,610.205871582,-206.467330933,153.553512573,618.896667480,-212.164535522,139.172119141,
98,610.202331543,-206.465911865,153.553451538,618.892700195,-212.164505005,139.169448853,
99,610.208496094,-206.465286255,153.554229736,618.886230469,-212.162170410,139.165603638,
100,610.208618164,-206.462066650,153.552703857,618.884521484,-212.160095215,139.165237427,
101,610.200988770,-206.463470459,153.551620483,618.881408691,-212.157882690,139.165649414,
102,610.200256348,-206.463928223,153.550399780,618.878051758,-212.153640747,139.164688110,
103,610.213439941,-206.461349487,153.552154541,618.885986328,-212.151580811,139.164047241,
104,610.206298828,-206.462631226,153.551376343,618.891845703,-212.150421143,139.163726807,
105,610.196655273,-206.461853027,153.550537109,618.886962891,-212.146743774,139.162338257,
106,610.203796387,-206.461853027,153.549728394,618.874816895,-212.145019531,139.158096313,
107,610.209777832,-206.461654663,153.550094604,618.879150391,-212.143951416,139.156845093,
108,610.199279785,-206.461303711,153.551391602,618.885620117,-212.142776489,139.159957886,
109,610.195434570,-206.460449219,153.549118042,618.881713867,-212.141723633,139.157791138,
110,610.198181152,-206.459579468,153.550888062,618.874145508,-212.141479492,139.155075073,
111,610.200134277,-206.459381104,153.549499512,618.865051270,-212.141342163,139.155746460,
112,610.204833984,-206.460281372,153.546844482,618.874755859,-212.138946533,139.156448364,
113,610.217285156,-206.457778931,153.546585083,618.882568359,-212.137313843,139.155105591,
114,610.201843262,-206.459609985,153.544342041,618.873352051,-212.138442993,139.150878906,
115,610.199707031,-206.457550049,153.542358398,618.866516113,-212.139389038,139.147552490,
116,610.187072754,-206.458480835,153.540481567,618.863037109,-212.139129639,139.145034790,
117,610.195739746,-206.458984375,153.538528442,618.865173340,-212.138198853,139.143432617,
118,610.191040039,-206.458221436,153.532424927,618.868713379,-212.138031006,139.143676758,
119,610.188903809,-206.457641602,153.529785156,618.874572754,-212.139465332,139.141815186,
120,610.190917969,-206.457901001,153.524291992,618.874572754,-212.140777588,139.135040283,
121,610.187927246,-206.456436157,153.523880005,618.873413086,-212.140060425,139.134216309,
122,610.194091797,-206.455276489,153.518554688,618.880920410,-212.140106201,139.133209229,
123,610.196533203,-206.457763672,153.510879517,618.871154785,-212.143524170,139.125686646,
124,610.181091309,-206.459060669,153.502441406,618.869201660,-212.145156860,139.120742798,
125,610.180541992,-206.457763672,153.498245239,618.865600586,-212.145019531,139.116561890,
126,610.178283691,-206.455718994,153.493988037,618.863281250,-212.143447876,139.113235474,
127,610.174499512,-206.455825806,153.489089966,618.859069824,-212.144149780,139.107666016,
128,610.178222656,-206.453552246,153.483337402,618.853271484,-212.144744873,139.104614258,
129,610.168762207,-206.456283569,153.480377197,618.855651855,-212.143341064,139.101791382,
130,610.164184570,-206.456695557,153.475418091,618.843444824,-212.144866943,139.093383789,
131,610.162414551,-206.452499390,153.469558716,618.840881348,-212.145965576,139.089080811,
132,610.161560059,-206.452896118,153.466293335,618.844116211,-212.145156860,139.087753296,
133,610.147888184,-206.455856323,153.460601807,618.855346680,-212.142974854,139.086318970,
134,610.136169434,-206.455642700,153.454177856,618.852355957,-212.143783569,139.083450317,
135,610.133544922,-206.453781128,153.451751709,618.829040527,-212.144973755,139.076339722,
136,610.124572754,-206.452911377,153.448135376,618.832702637,-212.143157959,139.074615479,
137,610.124816895,-206.453933716,153.446914673,618.826416016,-212.144378662,139.071960449,
138,610.125244141,-206.451019287,153.444900513,618.820495605,-212.145294189,139.067321777,
139,610.104492188,-206.451583862,153.440628052,618.824462891,-212.144515991,139.067581177,
140,610.104797363,-206.451858521,153.436096191,618.810058594,-212.147232056,139.063293457,
141,610.088134766,-206.450912476,153.432388306,618.800537109,-212.149719238,139.058334351,
142,610.084716797,-206.451263428,153.431625366,618.797363281,-212.151290894,139.056259155,
143,610.094299316,-206.449966431,153.432327271,618.790771484,-212.152786255,139.055099487,
144,610.082336426,-206.448120117,153.425643921,618.783508301,-212.154754639,139.053100586,
145,610.071350098,-206.449523926,153.420715332,618.775146484,-212.158477783,139.050445557,
146,610.065307617,-206.450988770,153.415786743,618.782226563,-212.160781860,139.048141479,
147,610.062805176,-206.450698853,153.414978027,618.781188965,-212.164489746,139.043701172,
148,610.044799805,-206.452255249,153.408935547,618.762390137,-212.171463013,139.040618896,
149,610.029357910,-206.453704834,153.406326294,618.759521484,-212.176300049,139.036254883,
150,610.026123047,-206.453643799,153.399673462,618.764404297,-212.180664063,139.035415649,
151,610.017456055,-206.457565308,153.395187378,618.756652832,-212.187911987,139.032333374,
152,610.007812500,-206.458602905,153.389083862,618.744445801,-212.195022583,139.025161743,
153,609.986938477,-206.460052490,153.380111694,618.739562988,-212.202133179,139.019500732,
154,609.990051270,-206.465194702,153.374526978,618.733520508,-212.211715698,139.012313843,
155,609.976257324,-206.468460083,153.366378784,618.733398438,-212.219665527,139.007797241,
156,609.963256836,-206.471328735,153.357711792,618.728820801,-212.229843140,138.999679565,
157,609.960021973,-206.474929810,153.347839355,618.719848633,-212.241882324,138.987915039,
158,609.938659668,-206.480041504,153.334136963,618.717590332,-212.253402710,138.977859497,
159,609.935852051,-206.484161377,153.317428589,618.709838867,-212.266891479,138.962753296,
160,609.920776367,-206.488845825,153.297317505,618.702697754,-212.281311035,138.944869995,
161,609.901245117,-206.495208740,153.274765015,618.694396973,-212.299697876,138.928421021,
162,609.898925781,-206.501251221,153.250854492,618.687805176,-212.316436768,138.907073975,
163,609.878784180,-206.509872437,153.219650269,618.681213379,-212.331741333,138.881454468,
164,609.868225098,-206.516616821,153.189071655,618.675537109,-212.351730347,138.858200073,
165,609.849731445,-206.526107788,153.155868530,618.667236328,-212.373870850,138.827911377,
166,609.825927734,-206.536392212,153.117950439,618.655639648,-212.394500732,138.794097900,
167,609.811645508,-206.544021606,153.082656860,618.644409180,-212.414962769,138.762252808,
168,609.795043945,-206.554580688,153.043594360,618.644042969,-212.435729980,138.728851318,
169,609.773193359,-206.564651489,153.004135132,618.633300781,-212.459625244,138.694030762,
170,609.751037598,-206.576660156,152.961227417,618.606140137,-212.488098145,138.655120850,
171,609.738098145,-206.588943481,152.915695190,618.605957031,-212.516876221,138.611831665,
172,609.716613770,-206.600799561,152.864486694,618.612792969,-212.551818848,138.559127808,
173,609.694824219,-206.618484497,152.807754517,618.607543945,-212.595764160,138.506362915,
174,609.671203613,-206.634429932,152.753646851,618.603027344,-212.640686035,138.458786011,
175,609.652465820,-206.648254395,152.698013306,618.598815918,-212.678543091,138.410064697,
176,609.617248535,-206.665985107,152.641418457,618.601135254,-212.712539673,138.361434937,
177,609.588256836,-206.682540894,152.582412720,618.597229004,-212.751739502,138.305450439,
178,609.574890137,-206.699386597,152.524307251,618.580871582,-212.794281006,138.245925903,
179,609.535400391,-206.715530396,152.460784912,618.585754395,-212.831527710,138.189636230,
180,609.491210938,-206.731765747,152.398864746,618.599853516,-212.865325928,138.131790161,
181,609.448059082,-206.747070313,152.339477539,618.595153809,-212.900955200,138.075180054,
182,609.420166016,-206.762664795,152.282196045,618.586730957,-212.936264038,138.015411377,
183,609.377075195,-206.777755737,152.222442627,618.584289551,-212.972030640,137.958068848,
184,609.333435059,-206.795272827,152.163757324,618.573120117,-213.009094238,137.898117065,
185,609.288146973,-206.815063477,152.102828979,618.572875977,-213.044876099,137.835861206,
186,609.247314453,-206.833297729,152.035507202,618.578918457,-213.080871582,137.770507813,
187,609.188598633,-206.855468750,151.967086792,618.562561035,-213.121032715,137.703353882,
188,609.138061523,-206.878387451,151.897186279,618.540893555,-213.164199829,137.637496948,
189,609.088989258,-206.898696899,151.822204590,618.519714355,-213.202835083,137.565307617,
190,609.038879395,-206.918548584,151.744445801,618.502136230,-213.238784790,137.493713379,
191,608.984375000,-206.935256958,151.658538818,618.481201172,-213.276062012,137.422119141,
192,608.912475586,-206.950958252,151.576980591,618.454406738,-213.313003540,137.351882935,
193,608.855773926,-206.969436646,151.506271362,618.435852051,-213.347595215,137.279479980,
194,608.795593262,-206.985168457,151.431365967,618.407470703,-213.381988525,137.204666138,
195,608.709960938,-207.002746582,151.352813721,618.377258301,-213.413665771,137.131668091,
196,608.644592285,-207.021942139,151.277648926,618.356567383,-213.444183350,137.056365967,
197,608.574584961,-207.042373657,151.200973511,618.343994141,-213.475479126,136.980178833,
198,608.493286133,-207.062026978,151.119979858,618.330261230,-213.507232666,136.901840210,
199,608.431457520,-207.079986572,151.037170410,618.302062988,-213.541870117,136.825683594,
200,608.359436035,-207.098968506,150.953369141,618.277282715,-213.575759888,136.749435425,
201,608.285095215,-207.115447998,150.866104126,618.269531250,-213.606979370,136.675262451,
202,608.221984863,-207.135330200,150.786575317,618.259948730,-213.637573242,136.602935791,
203,608.148254395,-207.156768799,150.707229614,618.247497559,-213.671234131,136.526855469,
204,608.076110840,-207.179107666,150.627212524,618.229492188,-213.708892822,136.448364258,
205,608.010925293,-207.201873779,150.545486450,618.211181641,-213.745773315,136.372787476,
206,607.955627441,-207.233840942,150.469909668,618.202209473,-213.787780762,136.292663574,
207,607.902465820,-207.277053833,150.390060425,618.196289063,-213.843673706,136.196166992,
208,607.848388672,-207.322143555,150.317291260,618.185302734,-213.912277222,136.093109131,
209,607.806152344,-207.367584229,150.272109985,618.176025391,-213.990631104,135.992843628,
210,607.741943359,-207.420425415,150.256454468,618.187194824,-214.086624146,135.870117188,
211,607.670593262,-207.449142456,150.274276733,618.283386230,-214.238723755,135.666366577,
212,607.603027344,-207.488006592,150.326843262,618.457458496,-214.491836548,135.382522583,
213,607.542053223,-207.550384521,150.373947144,618.598205566,-214.844390869,135.103836060,
214,607.506896973,-207.610260010,150.391464233,618.743164063,-215.209457397,134.912597656,
215,607.485107422,-207.667236328,150.376571655,618.892089844,-215.534286499,134.791854858,
216,607.474487305,-207.725463867,150.331726074,619.016967773,-215.834732056,134.673385620,
217,607.473937988,-207.777511597,150.264343262,619.164978027,-216.116394043,134.543563843,
218,607.496582031,-207.823074341,150.182403564,619.292846680,-216.389404297,134.415634155,
219,607.526062012,-207.865722656,150.097305298,619.394470215,-216.632965088,134.300781250,
220,607.552001953,-207.910858154,150.013763428,619.527404785,-216.851135254,134.197570801,
221,607.575256348,-207.954315186,149.935165405,619.639282227,-217.072128296,134.091262817,
222,607.604919434,-207.997192383,149.871307373,619.710266113,-217.294006348,133.979919434,
223,607.634460449,-208.035964966,149.822250366,619.804748535,-217.504623413,133.873489380,
224,607.664855957,-208.076705933,149.783477783,619.934387207,-217.714141846,133.774337769,
225,607.692993164,-208.117767334,149.752075195,620.023193359,-217.935684204,133.666412354,
226,607.728027344,-208.155914307,149.730239868,620.091979980,-218.156967163,133.550811768,
227,607.754150391,-208.192703247,149.711410522,620.207946777,-218.371246338,133.445922852,
228,607.781188965,-208.230972290,149.691696167,620.317749023,-218.586883545,133.346588135,
229,607.822631836,-208.266876221,149.675231934,620.367370605,-218.809265137,133.241439819,
230,607.853027344,-208.301727295,149.657608032,620.439880371,-219.027709961,133.142318726,
231,607.873413086,-208.341964722,149.639831543,620.564697266,-219.238891602,133.050155640,
232,607.902587891,-208.386611938,149.629318237,620.652221680,-219.454116821,132.952850342,
233,607.946105957,-208.432769775,149.630233765,620.711364746,-219.679550171,132.859298706,
234,607.962097168,-208.479476929,149.665191650,620.819396973,-219.915664673,132.785369873,
235,607.948730469,-208.539688110,149.776565552,620.897094727,-220.161392212,132.688400269,
236,607.922363281,-208.612060547,149.946868896,620.883850098,-220.385360718,132.521026611,
237,607.862854004,-208.833709717,150.165893555,620.884338379,-220.561599731,132.305038452,
238,607.771667480,-209.626342773,150.547164917,620.938415527,-220.726287842,132.081878662,
239,607.699340820,-210.887435913,151.092864990,620.965454102,-220.911758423,131.873153687,
240,607.657714844,-212.293212891,151.803741455,620.964538574,-221.109039307,131.674514771,
241,607.667724609,-213.696762085,152.601943970,620.999267578,-221.294845581,131.489746094,
242,607.717895508,-215.057006836,153.371917725,621.081665039,-221.462295532,131.327362061,
243,607.829589844,-216.327163696,154.065155029,621.151916504,-221.626602173,131.185638428,
244,607.975585938,-217.463958740,154.667465210,621.185913086,-221.806640625,131.062744141,
245,608.179809570,-218.447799683,155.200454712,621.239746094,-222.005828857,130.951370239,
246,608.438903809,-219.292572021,155.652664185,621.342773438,-222.219726563,130.848403931,
247,608.714904785,-220.039337158,156.040847778,621.449096680,-222.450927734,130.737991333,
248,608.994506836,-220.723236084,156.422775269,621.518737793,-222.707855225,130.608581543,
249,609.244079590,-221.357101440,156.828918457,621.613525391,-222.982894897,130.471282959,
250,609.477172852,-221.938613892,157.263610840,621.726379395,-223.268737793,130.333084106,
251,609.675354004,-222.475418091,157.724258423,621.815429688,-223.579605103,130.195190430,
252,609.825134277,-222.977905273,158.192092896,621.936645508,-223.903182983,130.069900513,
253,609.948547363,-223.448883057,158.647537231,622.050048828,-224.242156982,129.952926636,
254,610.075500488,-223.893371582,159.082397461,622.160583496,-224.591171265,129.848342896,
255,610.178527832,-224.310424805,159.464141846,622.285827637,-224.944564819,129.761215210,
256,610.281799316,-224.704879761,159.792373657,622.401733398,-225.309478760,129.687805176,
257,610.390075684,-225.077743530,160.064605713,622.525207520,-225.674789429,129.626541138,
258,610.500061035,-225.442596436,160.272949219,622.643371582,-226.049209595,129.574096680,
259,610.605773926,-225.807342529,160.428619385,622.775024414,-226.424163818,129.530883789,
260,610.715881348,-226.180557251,160.551834106,622.882629395,-226.802764893,129.492721558,
261,610.836547852,-226.554565430,160.660934448,623.009704590,-227.178787231,129.466018677,
262,610.962158203,-226.931961060,160.772079468,623.138061523,-227.555175781,129.445190430,
263,611.085327148,-227.303466797,160.899124146,623.257629395,-227.934555054,129.430831909,
264,611.227416992,-227.668731689,161.045944214,623.361694336,-228.315994263,129.421783447,
265,611.363403320,-228.022720337,161.226089478,623.476013184,-228.693145752,129.417282104,
266,611.505493164,-228.370864868,161.446548462,623.611938477,-229.060913086,129.417388916,
267,611.642272949,-228.712692261,161.703308105,623.713134766,-229.422668457,129.423202515,
268,611.791687012,-229.040405273,161.999847412,623.819702148,-229.777343750,129.434478760,
269,611.949157715,-229.364990234,162.327362061,623.927551270,-230.128738403,129.447235107,
270,612.111206055,-229.690429688,162.671127319,624.052673340,-230.471038818,129.465408325,
271,612.278991699,-230.023742676,163.039123535,624.156005859,-230.817489624,129.479003906,
272,612.449401855,-230.368408203,163.413406372,624.289916992,-231.159179688,129.496368408,
273,612.630310059,-230.720687866,163.788528442,624.418029785,-231.505523682,129.511230469,
274,612.805114746,-231.084228516,164.148513794,624.549072266,-231.859573364,129.524719238,
275,612.985778809,-231.460159302,164.498352051,624.700378418,-232.222381592,129.541656494,
276,613.182556152,-231.849212646,164.836608887,624.849792480,-232.595169067,129.557006836,
277,613.377563477,-232.251770020,165.150787354,625.015258789,-232.978546143,129.575057983,
278,613.580871582,-232.668930054,165.454864502,625.193725586,-233.377883911,129.596969604,
279,613.799743652,-233.098922729,165.745452881,625.370544434,-233.792022705,129.619567871,
280,614.030029297,-233.543838501,166.029815674,625.555358887,-234.218704224,129.645935059,
281,614.254699707,-234.004089355,166.314224243,625.758972168,-234.661087036,129.678558350,
282,614.480895996,-234.479660034,166.597824097,625.976440430,-235.121215820,129.717056274,
283,614.723449707,-234.967651367,166.895401001,626.195800781,-235.598114014,129.755905151,
284,614.967590332,-235.463928223,167.202819824,626.419006348,-236.079910278,129.795227051,
285,615.226684570,-235.971298218,167.512115479,626.655090332,-236.565185547,129.839508057,
286,615.494384766,-236.490570068,167.835067749,626.872009277,-237.065490723,129.888336182,
287,615.760864258,-237.022186279,168.168716431,627.127319336,-237.561599731,129.949722290,
288,616.046081543,-237.560333252,168.512878418,627.351623535,-238.067443848,130.011093140,
289,616.319580078,-238.108047485,168.866409302,627.607849121,-238.576034546,130.081268311,
290,616.603027344,-238.666885376,169.222702026,627.862060547,-239.079559326,130.156860352,
291,616.894287109,-239.230529785,169.594055176,628.061218262,-239.587661743,130.229598999,
292,617.196838379,-239.804992676,169.968078613,628.319885254,-240.088943481,130.312744141,
293,617.507751465,-240.390548706,170.352081299,628.556884766,-240.595764160,130.398406982,
294,617.824645996,-240.985778809,170.726608276,628.777404785,-241.104034424,130.488677979,
295,618.149902344,-241.593505859,171.110931396,629.041992188,-241.608123779,130.586441040,
296,618.455932617,-242.212600708,171.488433838,629.284912109,-242.122650146,130.683776855,
297,618.763488770,-242.839950562,171.865005493,629.534240723,-242.627792358,130.788497925,
298,619.078674316,-243.472030640,172.242446899,629.769104004,-243.134155273,130.900848389,
299,619.404846191,-244.109588623,172.619644165,629.989868164,-243.647949219,131.017669678,
300,619.730468750,-244.755065918,172.994781494,630.243896484,-244.153381348,131.143951416,
301,620.036926270,-245.405380249,173.365921021,630.450134277,-244.668579102,131.271072388,
302,620.356567383,-246.059677124,173.740859985,630.685974121,-245.180801392,131.406082153,
303,620.671997070,-246.717803955,174.111862183,630.942138672,-245.690017700,131.546981812,
304,620.971313477,-247.376892090,174.482757568,631.131042480,-246.208282471,131.685745239,
305,621.285583496,-248.037033081,174.852630615,631.371643066,-246.718490601,131.833724976,
306,621.598571777,-248.696929932,175.225601196,631.600341797,-247.232330322,131.983810425,
307,621.895385742,-249.357330322,175.593124390,631.800354004,-247.742736816,132.136505127,
308,622.193115234,-250.016662598,175.965545654,632.049011230,-248.243759155,132.297561646,
309,622.483642578,-250.673370361,176.336959839,632.258361816,-248.752716064,132.461471558,
310,622.771179199,-251.324508667,176.705429077,632.461853027,-249.251556396,132.633926392,
311,623.053344727,-251.970825195,177.074600220,632.672241211,-249.748046875,132.813430786,
312,623.336059570,-252.609176636,177.444030762,632.866455078,-250.243652344,132.995407104,
313,623.611633301,-253.236419678,177.817611694,633.065368652,-250.726226807,133.188751221,
314,623.872558594,-253.859710693,178.193771362,633.245544434,-251.214279175,133.386108398,
315,624.116821289,-254.476119995,178.575988770,633.449768066,-251.693161011,133.589141846,
316,624.375244141,-255.081497192,178.961303711,633.622863770,-252.172012329,133.787918091,
317,624.623107910,-255.683395386,179.355880737,633.799194336,-252.656188965,133.986328125,
318,624.860290527,-256.282958984,179.750000000,634.000671387,-253.136642456,134.193603516,
319,625.118286133,-256.875671387,180.168457031,634.167236328,-253.627441406,134.398208618,
320,625.354980469,-257.474792480,180.585174561,634.372558594,-254.115173340,134.610214233,
321,625.592895508,-258.072509766,181.021636963,634.540893555,-254.610916138,134.817367554,
322,625.838928223,-258.673767090,181.468276978,634.702636719,-255.109252930,135.031784058,
323,626.081420898,-259.283538818,181.927322388,634.898193359,-255.608673096,135.257553101,
324,626.321472168,-259.898986816,182.403411865,635.047119141,-256.117126465,135.479690552,
325,626.574768066,-260.527099609,182.887771606,635.231872559,-256.620330811,135.713211060,
326,626.828002930,-261.167297363,183.392349243,635.402954102,-257.132995605,135.951553345,
327,627.090942383,-261.818054199,183.909637451,635.567077637,-257.648040771,136.198745728,
328,627.358337402,-262.483581543,184.431274414,635.762573242,-258.160308838,136.456909180,
329,627.622558594,-263.162597656,184.973739624,635.909118652,-258.686645508,136.714202881,
330,627.899719238,-263.853668213,185.521118164,636.081481934,-259.206115723,136.981597900,
331,628.189208984,-264.558319092,186.072372437,636.261108398,-259.727386475,137.256668091,
332,628.475952148,-265.279785156,186.637664795,636.404541016,-260.263977051,137.536407471,
333,628.764343262,-266.017639160,187.205963135,636.589233398,-260.797668457,137.829711914,
334,629.066528320,-266.762969971,187.773025513,636.756896973,-261.335632324,138.131835938,
335,629.355712891,-267.519256592,188.341262817,636.901550293,-261.883178711,138.442337036,
336,629.648742676,-268.279418945,188.920425415,637.101562500,-262.428863525,138.768341064,
337,629.942626953,-269.047637939,189.488082886,637.262756348,-262.984497070,139.103332520,
338,630.230957031,-269.820678711,190.052993774,637.410827637,-263.549774170,139.448364258,
