Number of frames: 250
Frequency: 50
Units: mm

Frame,finger x,finger y,finger z,palm x,palm y,palm z
1,633.680725098,-252.938079834,141.712829590,,,,
2,633.655090332,-252.928924561,141.786666870,,,,
3,633.630187988,-252.921875000,141.824874878,,,,
4,633.605957031,-252.919281006,141.790374756,,,,
5,633.588439941,-252.917312622,141.683044434,,,,
6,633.571594238,-252.907806396,141.572906494,,,,
7,633.557617188,-252.892929077,141.494171143,,,,
8,633.584350586,-252.872528076,141.486099243,,,,
9,633.623229980,-252.865280151,141.474685669,,,,
10,633.664550781,-252.870681763,141.435333252,,,,
11,633.706115723,-252.878952026,141.432388306,,,,
12,633.727416992,-252.887466431,141.438690186,,,,
13,633.710876465,-252.891006470,141.419509888,,,,
14,633.682434082,-252.891143799,141.367645264,,,,
15,633.668334961,-252.881866455,141.357864380,,,,
16,633.636962891,-252.865783691,141.421600342,,,,
17,633.632080078,-252.858856201,141.562408447,,,,
18,633.621459961,-252.862411499,141.701339722,,,,
19,633.629943848,-252.869979858,141.808990479,,,,
20,633.628662109,-252.872909546,141.850509644,,,,
21,633.624694824,-252.872238159,141.842788696,,,,
22,633.598266602,-252.870117188,141.818542480,,,,
23,633.589843750,-252.868423462,141.821975708,,,,
24,633.586425781,-252.868728638,141.838989258,,,,
25,633.597717285,-252.873123169,141.868072510,,,,
26,633.613586426,-252.877258301,141.864501953,,,,
27,633.620117188,-252.875534058,141.818420410,,,,
28,633.642211914,-252.869781494,141.738510132,,,,
29,633.668395996,-252.869766235,141.685714722,,,,
30,633.679870605,-252.871902466,141.685485840,,,,
31,633.684387207,-252.876251221,141.691040039,,,,
32,633.684814453,-252.878784180,141.689559937,,,,
33,633.690185547,-252.869033813,141.699661255,,,,
34,633.698547363,-252.852447510,141.723617554,,,,
35,633.703979492,-252.840301514,141.710784912,,,,
36,633.692321777,-252.832366943,141.642700195,,,,
37,633.691345215,-252.832824707,141.608047485,,,,
38,633.665710449,-252.832260132,141.642028809,,,,
39,633.643310547,-252.834594727,141.687530518,,,,
40,633.619384766,-252.832107544,141.718032837,,,,
41,633.581298828,-252.824935913,141.717849731,,,,
42,633.528259277,-252.815628052,141.703155518,,,,
43,633.494812012,-252.803726196,141.669052124,,,,
44,633.488464355,-252.799057007,141.621292114,,,,
45,633.480895996,-252.803726196,141.542663574,,,,
46,633.483154297,-252.809463501,141.525299072,,,,
47,633.500305176,-252.805328369,141.579711914,,,,
48,633.513122559,-252.806457520,141.540206909,,,,
49,633.502075195,-252.814392090,141.453979492,,,,
50,633.497802734,-252.812728882,141.411437988,,,,
51,633.470336914,-252.806167603,141.450561523,,,,
52,633.469726563,-252.806671143,141.446945190,,,,
53,633.465087891,-252.818344116,141.405975342,,,,
54,633.471374512,-252.823547363,141.401657104,,,,
55,633.481933594,-252.818908691,141.483261108,,,,
56,633.482360840,-252.808349609,141.569702148,,,,
57,633.491455078,-252.799636841,141.614608765,,,,
58,633.504394531,-252.789611816,141.654602051,,,,
59,633.508789063,-252.777404785,141.737945557,,,,
60,633.545959473,-252.768676758,141.814590454,,,,
61,633.569641113,-252.768890381,141.864364624,,,,
62,633.607604980,-252.769180298,141.942382813,,,,
63,633.619506836,-252.760726929,142.039276123,,,,
64,633.591430664,-252.757369995,142.096572876,,,,
65,633.544616699,-252.757873535,142.096847534,,,,
66,633.505981445,-252.756011963,142.060211182,,,,
67,633.448608398,-252.754104614,141.998748779,,,,
68,633.395202637,-252.752304077,141.922622681,,,,
69,633.354492188,-252.750823975,141.883880615,,,,
70,633.347045898,-252.748031616,141.904296875,,,,
71,633.361206055,-252.746047974,141.950942993,,,,
72,633.386596680,-252.747726440,142.005371094,,,,
73,633.416931152,-252.748474121,142.060287476,,,,
74,633.444274902,-252.745574951,142.115417480,,,,
75,633.477539063,-252.737396240,142.175003052,,,,
76,633.494079590,-252.736083984,142.194366455,,,,
77,633.499694824,-252.732879639,142.194168091,,,,
78,633.463134766,-252.730392456,142.188156128,,,,
79,633.468078613,-252.726669312,142.193557739,,,,
80,633.475341797,-252.729553223,142.165863037,,,,
81,633.476562500,-252.733779907,142.119812012,,,,
82,633.460693359,-252.741256714,142.081207275,,,,
83,633.438659668,-252.745559692,142.064376831,,,,
84,633.416809082,-252.742843628,142.059722900,,,,
85,633.390747070,-252.742294312,142.054473877,,,,
86,633.362243652,-252.745437622,142.064926147,,,,
87,633.339233398,-252.749618530,142.067306519,,,,
88,633.318542480,-252.749954224,142.075408936,,,,
89,633.287475586,-252.750534058,142.014831543,,,,
90,633.278320313,-252.756790161,141.948684692,,,,
91,633.267395020,-252.755767822,141.882888794,,,,
92,633.271179199,-252.755462646,141.863647461,,,,
93,633.264282227,-252.759811401,141.869979858,,,,
94,633.283935547,-252.765823364,141.923583984,,,,
95,633.301330566,-252.768417358,141.936233521,,,,
96,633.315002441,-252.772430420,141.919357300,,,,
97,633.305603027,-252.770034790,141.907211304,,,,
98,633.303405762,-252.763320923,141.954940796,,,,
99,633.290100098,-252.752944946,142.036636353,,,,
100,633.301818848,-252.751663208,142.076217651,,,,
101,633.297668457,-252.761611938,142.049301147,,,,
102,633.278320313,-252.769195557,142.027587891,,,,
103,633.258605957,-252.764648438,142.086349487,,,,
104,633.241210938,-252.754745483,142.121856689,,,,
105,633.224670410,-252.744064331,142.133377075,,,,
106,633.179199219,-252.729492188,142.147186279,,,,
107,633.097900391,-252.705490112,142.205764771,,,,
108,633.013305664,-252.678680420,142.276718140,,,,
109,632.958679199,-252.659408569,142.312622070,,,,
110,632.933471680,-252.658554077,142.305953979,,,,
111,632.936340332,-252.669662476,142.310913086,,,,
112,632.969360352,-252.675811768,142.387512207,,,,
113,633.036193848,-252.681838989,142.479766846,,,,
114,633.107116699,-252.693008423,142.521560669,,,,
115,633.177368164,-252.713226318,142.523193359,,,,
116,633.212707520,-252.735397339,142.513442993,,,,
117,633.227600098,-252.742858887,142.508636475,,,,
118,633.239257813,-252.752197266,142.451278687,,,,
119,633.234497070,-252.759460449,142.373596191,,,,
120,633.226013184,-252.763198853,142.315719604,,,,
121,633.200927734,-252.766555786,142.268280029,,,,
122,633.195556641,-252.771697998,142.225128174,,,,
123,633.175354004,-252.779998779,142.162338257,,,,
124,633.191528320,-252.792739868,142.118667603,,,,
125,633.186279297,-252.802078247,142.072326660,,,,
126,633.173400879,-252.811050415,142.067474365,,,,
127,633.177001953,-252.817306519,142.122085571,,,,
128,633.160339355,-252.824417114,142.118820190,,,,
129,633.160644531,-252.840530396,142.026611328,,,,
130,633.135253906,-252.854888916,141.886840820,,,,
131,633.108398438,-252.863067627,141.808624268,,,,
132,633.109680176,-252.860763550,141.783706665,,,,
133,633.106933594,-252.860687256,141.782180786,,,,
134,633.123779297,-252.859252930,141.822326660,,,,
135,633.146972656,-252.856735229,141.924240112,,,,
136,633.162109375,-252.857177734,142.028182983,,,,
137,633.204284668,-252.862670898,142.092620850,,,,
138,633.226989746,-252.871643066,142.095596313,,,,
139,633.223876953,-252.875747681,142.061553955,,,,
140,633.232360840,-252.878128052,142.003890991,,,,
141,633.245544434,-252.877929688,141.975448608,,,,
142,633.258117676,-252.880767822,141.916900635,,,,
143,633.267578125,-252.883956909,141.913986206,,,,
144,633.262573242,-252.887924194,141.926376343,,,,
145,633.254821777,-252.891342163,141.918106079,,,,
146,633.294677734,-252.900512695,141.916763306,,,,
147,633.337463379,-252.906997681,141.890197754,,,,
148,633.361999512,-252.909881592,141.876419067,,,,
149,633.395507813,-252.909423828,141.880126953,,,,
150,633.434692383,-252.911682129,141.852371216,,,,
151,633.450805664,-252.914352417,141.851516724,,,,
152,633.455017090,-252.909774780,141.934677124,,,,
153,633.407653809,-252.900268555,142.039657593,,,,
154,633.354370117,-252.890151978,142.099273682,,,,
155,633.283203125,-252.879516602,142.122055054,,,,
156,633.222900391,-252.867767334,142.153488159,,,,
157,633.167114258,-252.857299805,142.209991455,,,,
158,633.119079590,-252.850296021,142.237289429,,,,
159,633.076599121,-252.849212646,142.227035522,,,,
160,633.092834473,-252.851348877,142.292968750,,,,
161,633.131530762,-252.855789185,142.420867920,,,,
162,633.188476563,-252.855087280,142.623367310,,,,
163,633.241821289,-252.865936279,142.786987305,,,,
164,633.271179199,-252.876434326,142.884811401,,,,
165,633.293212891,-252.878845215,142.895111084,,,,
166,633.294189453,-252.887435913,142.816619873,,,,
167,633.292846680,-252.903335571,142.684646606,,,,
168,633.289428711,-252.914230347,142.579635620,,,,
169,633.290283203,-252.921447754,142.488967896,,,,
170,633.272399902,-252.929916382,142.387054443,,,,
171,633.292114258,-252.940032959,142.260330200,,,,
172,633.288452148,-252.948760986,142.154632568,,,,
173,633.268005371,-252.947906494,142.117324829,,,,
174,633.231018066,-252.943237305,142.092102051,,,,
175,633.213378906,-252.939300537,142.081405640,,,,
176,633.195495605,-252.948028564,142.040069580,,,,
177,633.191650391,-252.955627441,142.006515503,,,,
178,633.190246582,-252.960937500,142.024322510,,,,
179,633.190124512,-252.966659546,141.975479126,,,,
180,633.169555664,-252.980865479,141.813812256,,,,
181,633.185241699,-252.994338989,141.651229858,,,,
182,633.190856934,-253.006042480,141.539245605,,,,
183,633.177734375,-253.014480591,141.429122925,,,,
184,633.146118164,-253.011489868,141.344589233,,,,
185,633.145874023,-253.011444092,141.359405518,,,,
186,633.161254883,-253.012924194,141.391510010,,,,
187,633.175842285,-253.019195557,141.459869385,,,,
188,633.153259277,-253.093460083,141.447463989,,,,
189,633.059570313,-253.645690918,141.241653442,,,,
190,633.209533691,-256.247497559,141.859405518,,,,
191,633.496093750,-258.777862549,142.914871216,,,,
192,634.358581543,-261.647155762,145.195236206,,,,
193,635.826782227,-265.834350586,148.995376587,,,,
194,637.631164551,-271.009063721,155.356170654,,,,
195,639.627380371,-277.195709229,165.191329956,,,,
196,641.779052734,-283.803833008,177.934356689,,,,
197,643.687194824,-289.894592285,193.224395752,,,,
198,644.885437012,-295.113281250,210.497772217,,,,
199,645.802551270,-299.836090088,229.675186157,,,,
200,646.620178223,-303.919586182,250.040054321,724.259582520,-273.212738037,188.350158691,
201,647.288452148,-306.702850342,271.380249023,721.917724609,-276.555297852,206.048324585,
202,648.055664063,-308.075073242,293.716033936,719.890686035,-279.807922363,224.737792969,
203,649.021362305,-309.043304443,316.175201416,717.564392090,-282.631683350,243.341491699,
204,649.875244141,-310.597290039,337.387542725,715.082763672,-284.959289551,261.351776123,
205,651.038513184,-312.367095947,357.358428955,713.267578125,-287.134796143,278.838409424,
206,652.798583984,-313.922790527,376.472747803,712.009643555,-289.170013428,295.589080811,
207,654.925354004,-315.432037354,394.783264160,710.606445313,-291.040039063,311.372985840,
208,656.926330566,-316.834289551,411.710968018,709.251586914,-292.912811279,326.092864990,
209,658.861389160,-318.595214844,426.553558350,708.402709961,-294.663970947,339.423248291,
210,660.705322266,-320.176391602,439.515625000,707.587768555,-296.101501465,351.050537109,
211,662.310974121,-321.757415771,450.944335938,706.420776367,-297.281829834,361.264892578,
212,663.635375977,-322.924072266,461.112518311,705.689575195,-298.387145996,370.507232666,
